from,to,edge
CG11000,CG42541,1
CG11000,CG42750,1
CG11000,Stacl,1
CG11000,CG43737,1
CG11000,CG4577,1
CG11000,loaf,1
CG11000,CG6329,1
CG11000,CG8245,1
CG11000,CG9813,1
CG11000,aqz,1
CG11000,Cngl,1
CG11000,Cow,1
CG11000,cpx,1
CG11000,dnc,1
CG11000,FoxP,1
CG11000,futsch,1
CG11000,GABA-B-R1,1
CG11000,Ggamma1,1
CG11000,Ggamma30A,1
CG11000,GluClalpha,1
CG11000,Hasp,1
CG11000,Hsp60A,1
CG11000,IA-2,1
CG11000,Ih,1
CG11000,IscU,1
CG11000,jdp,1
CG11000,jim,1
CG11000,kcc,1
CG11000,miple1,1
CG11000,mspo,1
CG11000,nAChRalpha5,1
CG11000,nAChRalpha6,1
CG11000,Nckx30C,1
CG11000,Nlg2,1
CG11000,nrv3,1
CG11000,nSyb,1
CG11000,Pdcd4,1
CG11000,Pkc53E,1
CG11000,Pvf3,1
CG11000,Rbp1-like,1
CG11000,Rbp6,1
CG11000,Rdh,1
CG11000,Rdl,1
CG11000,Rim,1
CG11000,RpL10Ab,1
CG11000,RpS21,1
CG11000,Sap47,1
CG11000,Sdc,1
CG11000,Sh,1
CG11000,shep,1
CG11000,shi,1
CG11000,smog,1
CG11000,Snap25,1
CG11000,Ten-a,1
CG11000,TM4SF,1
CG11000,Tsp42Ej,1
CG11035,Pdhb,1
CG11035,CG1265,1
CG11035,CG12822,1
CG11035,CG13623,1
CG11035,Coa8,1
CG11035,Ypel,1
CG11035,CG31808,1
CG11035,CG32278,1
CG11035,CG34132,1
CG11035,CG3793,1
CG11035,CG42813,1
CG11035,CG44242,1
CG11035,CG6329,1
CG11035,CG7407,1
CG11035,CG7430,1
CG11035,CG7582,1
CG11035,CG7630,1
CG11035,CG7781,1
CG11035,CG8187,1
CG11035,Chchd3,1
CG11035,Cisd2,1
CG11035,COX4,1
CG11035,COX5A,1
CG11035,COX5B,1
CG11035,COX6B,1
CG11035,COX7A,1
CG11035,COX7C,1
CG11035,COX8,1
CG11035,cype,1
CG11035,Cyt-c-p,1
CG11035,Dic1,1
CG11035,elm,1
CG11035,Eno,1
CG11035,gammaSnap1,1
CG11035,Gapdh1,1
CG11035,Gapdh2,1
CG11035,ghi,1
CG11035,Glut4EF,1
CG11035,Gpdh1,1
CG11035,Gs1,1
CG11035,Idh3b,1
CG11035,kdn,1
CG11035,Idh3a,1
CG11035,Pdha,1
CG11035,levy,1
CG11035,MagR,1
CG11035,MESK2,1
CG11035,Mpcp2,1
CG11035,mRpL24,1
CG11035,mRpL28,1
CG11035,mRpL52,1
CG11035,mRpS18C,1
CG11035,ND-15,1
CG11035,ND-18,1
CG11035,ND-19,1
CG11035,ND-24,1
CG11035,ND-42,1
CG11035,ND-ACP,1
CG11035,ND-B14.5B,1
CG11035,ND-B15,1
CG11035,ND-B18,1
CG11035,Ndfip,1
CG11035,ND-PDSW,1
CG11035,NP15.6,1
CG11035,nrv3,1
CG11035,P5cr,1
CG11035,Pgi,1
CG11035,Pgk,1
CG11035,Pglym78,1
CG11035,porin,1
CG11035,PPP1R15,1
CG11035,PyK,1
CG11035,QIL1,1
CG11035,Rab14,1
CG11035,RFeSP,1
CG11035,roh,1
CG11035,sesB,1
CG11035,ScsbetaA,1
CG11035,slmo,1
CG11035,Tom20,1
CG11035,Tom7,1
CG11035,Tpi,1
CG11035,Tsp42Ej,1
CG11035,UQCR-11,1
CG11035,UQCR-14,1
CG11035,UQCR-C1,1
CG11035,UQCR-C2,1
CG11035,UQCR-Q,1
CG11035,veli,1
CG11035,Vha13,1
CG11035,Vha14-1,1
CG11035,Vha16-1,1
CG11035,Vha36-1,1
CG11035,Vha68-1,1
CG11035,VhaAC39-1,1
CG11035,VhaSFD,1
CG11050,CG1161,1
CG11050,CG12822,1
CG11050,CG13760,1
CG11050,Ypel,1
CG11050,CG2017,1
CG11050,CG31808,1
CG11050,CG32278,1
CG11050,CG34159,1
CG11050,CG3662,1
CG11050,CG3793,1
CG11050,CG6329,1
CG11050,Prps,1
CG11050,CG7430,1
CG11050,CG7582,1
CG11050,CG7630,1
CG11050,CG7781,1
CG11050,CG8187,1
CG11050,CkIalpha,1
CG11050,COX5A,1
CG11050,COX5B,1
CG11050,COX6B,1
CG11050,Csp,1
CG11050,Cyt-c-p,1
CG11050,Dic1,1
CG11050,Droj2,1
CG11050,elm,1
CG11050,Eno,1
CG11050,Fis1,1
CG11050,fs(1)h,1
CG11050,gammaSnap1,1
CG11050,Gapdh1,1
CG11050,Gapdh2,1
CG11050,Glut4EF,1
CG11050,Gpdh1,1
CG11050,Hrb27C,1
CG11050,MESK2,1
CG11050,mlt,1
CG11050,mRpL28,1
CG11050,ND-13A,1
CG11050,ND-15,1
CG11050,ND-B18,1
CG11050,Nipped-B,1
CG11050,NP15.6,1
CG11050,nrv3,1
CG11050,ox,1
CG11050,Pgi,1
CG11050,Pgk,1
CG11050,porin,1
CG11050,PPP1R15,1
CG11050,PyK,1
CG11050,QIL1,1
CG11050,ringer,1
CG11050,RNASEK,1
CG11050,Rop,1
CG11050,RpL32,1
CG11050,RpS24,1
CG11050,Sap47,1
CG11050,Scsalpha1,1
CG11050,ScsbetaA,1
CG11050,TM4SF,1
CG11050,Tom20,1
CG11050,Tpi,1
CG11050,Tsp42Ej,1
CG11050,UQCR-11,1
CG11050,UQCR-14,1
CG11050,UQCR-6.4,1
CG11050,UQCR-Q,1
CG11050,veli,1
CG11050,Vha13,1
CG11050,Vha14-1,1
CG11050,Vha16-1,1
CG11050,Vha36-1,1
CG11050,Vha44,1
CG11050,Vha55,1
CG11050,Vha68-1,1
CG11050,VhaAC39-1,1
CG11050,VhaSFD,1
CG11050,Vti1a,1
CG11076,CG11752,1
CG11076,Pdhb,1
CG11076,CG31808,1
CG11076,CG7630,1
CG11076,CG8245,1
CG11076,comt,1
CG11076,COX4,1
CG11076,COX5A,1
CG11076,COX6B,1
CG11076,COX7C,1
CG11076,COX8,1
CG11076,cype,1
CG11076,Eno,1
CG11076,Fie,1
CG11076,gammaSnap1,1
CG11076,Gapdh1,1
CG11076,Gpdh1,1
CG11076,kcc,1
CG11076,kdn,1
CG11076,levy,1
CG11076,Mpcp2,1
CG11076,ND-19,1
CG11076,ND-42,1
CG11076,ND-49,1
CG11076,ND-ACP,1
CG11076,ND-ASHI,1
CG11076,ND-B17.2,1
CG11076,ND-MWFE,1
CG11076,NP15.6,1
CG11076,nrv3,1
CG11076,nSyb,1
CG11076,ox,1
CG11076,PyK,1
CG11076,QIL1,1
CG11076,RFeSP,1
CG11076,RNASEK,1
CG11076,roh,1
CG11076,Sap47,1
CG11076,SdhD,1
CG11076,sesB,1
CG11076,stmA,1
CG11076,Syt1,1
CG11076,Tom20,1
CG11076,Tpi,1
CG11076,Tsp42Ej,1
CG11076,Vha13,1
CG11099,CG11658,1
CG11099,CG12822,1
CG11099,CG13344,1
CG11099,CG13585,1
CG11099,CG15772,1
CG11099,CG1909,1
CG11099,CG2017,1
CG11099,CG31030,1
CG11099,CG32809,1
CG11099,CG33543,1
CG11099,CG3662,1
CG11099,CG3793,1
CG11099,CG42322,1
CG11099,CG42361,1
CG11099,CG7582,1
CG11099,ctp,1
CG11099,Dop2R,1
CG11099,dpr19,1
CG11099,dpr7,1
CG11099,dpr9,1
CG11099,ftz-f1,1
CG11099,gammaSnap1,1
CG11099,Gbeta5,1
CG11099,Grx1,1
CG11099,Gycalpha99B,1
CG11099,Hasp,1
CG11099,igl,1
CG11099,jdp,1
CG11099,Pka-R1,1
CG11099,Pkc53E,1
CG11099,Pur-alpha,1
CG11099,qtc,1
CG11099,qvr,1
CG11099,Rab3,1
CG11099,RabX4,1
CG11099,rdgB,1
CG11099,ringer,1
CG11099,Rlip,1
CG11099,robl,1
CG11099,Rop,1
CG11099,RpL21,1
CG11099,RpL26,1
CG11099,RpL28,1
CG11099,Scgbeta,1
CG11099,slo,1
CG11099,stmA,1
CG11099,Syngr,1
CG11099,TM4SF,1
CG11099,veli,1
CG11099,Vha68-1,1
CG11099,VhaAC45,1
CG11099,VhaM9.7-a,1
EMC4,CG42361,1
EMC4,EMRE,1
Pits,chinmo,1
Pits,nAChRalpha6,1
Pits,Nlg3,1
Pits,shep,1
CG11151,CG13551,1
CG11151,CG14767,1
CG11151,CG17841,1
CG11151,CG18766,1
CG11151,CG2269,1
CG11151,CG2852,1
CG11151,CG31140,1
CG11151,CG31715,1
CG11151,CG32485,1
CG11151,CG3262,1
CG11151,CG3566,1
CG11151,CG42361,1
CG11151,CG43324,1
CG11151,CG5021,1
CG11151,CG5027,1
CG11151,CG5174,1
CG11151,CG5532,1
CG11151,ReepB,1
CG11151,CG9391,1
CG11151,Cp1,1
CG11151,CtsB,1
CG11151,Df31,1
CG11151,eca,1
CG11151,Fer2LCH,1
CG11151,Fkbp12,1
CG11151,Gdi,1
CG11151,Hsc70-3,1
CG11151,KdelR,1
CG11151,Mob4,1
CG11151,Nlp,1
CG11151,P5cr,1
CG11151,Pcd,1
CG11151,Pdi,1
CG11151,Pdp1,1
CG11151,Pfdn1,1
CG11151,Pfdn6,1
CG11151,Pis,1
CG11151,Pka-R1,1
CG11151,Prosbeta2,1
CG11151,Rab3,1
CG11151,Rpt1,1
CG11151,Sec61gamma,1
CG11151,SkpA,1
CG11151,Spase22-23,1
CG11151,Su(var)205,1
CG11151,TfIIA-S,1
CG11151,vig2,1
CG11151,Xbp1,1
CG11155,aqz,1
CG11155,fne,1
CG11155,lola,1
CG11155,nrv3,1
CG11155,Rack1,1
CG11155,Rbp1-like,1
CG11155,Rm62,1
CG11155,RpL18,1
CG11155,RpL31,1
CG11155,RpLP1,1
CG11155,RpS12,1
CG11155,RpS15,1
CG11155,RpS17,1
CG11155,RpS24,1
CG11155,RpS30,1
CG11155,RpS6,1
CG11155,shi,1
CG11155,unc-13,1
CG11267,Xxylt,1
CG11267,CG11722,1
CG11267,CG11752,1
CG11267,Pdhb,1
CG11267,Nfs1,1
CG11267,CG12895,1
CG11267,CG13220,1
CG11267,CG13365,1
CG11267,CG13623,1
CG11267,CG13937,1
CG11267,CG14407,1
CG11267,CG14483,1
CG11267,CG14757,1
CG11267,Coa8,1
CG11267,CG14817,1
CG11267,CG15456,1
CG11267,CG15908,1
CG11267,CG1640,1
CG11267,CG17816,1
CG11267,CG1907,1
CG11267,CG2076,1
CG11267,CG2269,1
CG11267,CG30373,1
CG11267,CG31229,1
CG11267,CG31637,1
CG11267,CG31808,1
CG11267,CG32278,1
CG11267,CG33181,1
CG11267,CG33199,1
CG11267,CG34117,1
CG11267,CG34132,1
CG11267,CG34150,1
CG11267,CG34228,1
CG11267,CG3719,1
CG11267,CG42376,1
CG11267,CG42392,1
CG11267,CG43066,1
CG11267,CG43324,1
CG11267,CG44242,1
CG11267,Chchd2,1
CG11267,CG5028,1
CG11267,Cox10,1
CG11267,CG5065,1
CG11267,CG5214,1
CG11267,CG5676,1
CG11267,Mic26-27,1
CG11267,CG5946,1
CG11267,CG6044,1
CG11267,CG6115,1
CG11267,CG6180,1
CG11267,CG6329,1
CG11267,CG6330,1
CG11267,CG6878,1
CG11267,CG7394,1
CG11267,CG7430,1
CG11267,CG7630,1
CG11267,CG8229,1
CG11267,CG8245,1
CG11267,CG8993,1
CG11267,CG9034,1
CG11267,Cox17,1
CG11267,CG9231,1
CG11267,CG9921,1
CG11267,Chchd3,1
CG11267,chinmo,1
CG11267,Cisd2,1
CG11267,comt,1
CG11267,Coq7,1
CG11267,COX4,1
CG11267,COX5A,1
CG11267,COX5B,1
CG11267,COX6B,1
CG11267,COX7A,1
CG11267,COX7C,1
CG11267,COX8,1
CG11267,cpx,1
CG11267,CR41597,1
CG11267,lncRNA:CR42862,1
CG11267,CRIF,1
CG11267,cype,1
CG11267,Cyt-c-p,1
CG11267,Dic1,1
CG11267,dj-1beta,1
CG11267,DnaJ-H,1
CG11267,E2f1,1
CG11267,eEF1beta,1
CG11267,eIF3f1,1
CG11267,EndoB,1
CG11267,Eno,1
CG11267,Fie,1
CG11267,Fkbp59,1
CG11267,Frq1,1
CG11267,futsch,1
CG11267,Gabat,1
CG11267,Gapdh1,1
CG11267,Gpdh1,1
CG11267,Gs1,1
CG11267,Gs1l,1
CG11267,Hasp,1
CG11267,heph,1
CG11267,Hex-A,1
CG11267,Hsc70-5,1
CG11267,Hsp60A,1
CG11267,Idh3b,1
CG11267,Ip259,1
CG11267,IscU,1
CG11267,Jafrac1,1
CG11267,kdn,1
CG11267,Idh3a,1
CG11267,Fum1,1
CG11267,Pdha,1
CG11267,l(2)37Cc,1
CG11267,l(2)k09913,1
CG11267,l(3)87Df,1
CG11267,levy,1
CG11267,MagR,1
CG11267,Mdh1,1
CG11267,mEFTs,1
CG11267,mEFTu1,1
CG11267,mge,1
CG11267,Mid1,1
CG11267,Mitofilin,1
CG11267,Mpcp2,1
CG11267,mRpL1,1
CG11267,mRpL12,1
CG11267,mRpL13,1
CG11267,mRpL14,1
CG11267,mRpL16,1
CG11267,mRpL17,1
CG11267,mRpL18,1
CG11267,mRpL19,1
CG11267,mRpL2,1
CG11267,mRpL23,1
CG11267,mRpL24,1
CG11267,mRpL27,1
CG11267,mRpL34,1
CG11267,mRpL36,1
CG11267,mRpL4,1
CG11267,mRpL41,1
CG11267,mRpL42,1
CG11267,mRpL47,1
CG11267,mRpL55,1
CG11267,mRpS14,1
CG11267,mRpS16,1
CG11267,mRpS18A,1
CG11267,mRpS21,1
CG11267,mRpS24,1
CG11267,mRpS25,1
CG11267,mRpS28,1
CG11267,mRpS31,1
CG11267,mRpS33,1
CG11267,mRpS5,1
CG11267,mRpS7,1
CG11267,mRpS9,1
CG11267,Msp300,1
CG11267,muc,1
CG11267,nAChRalpha6,1
CG11267,Ogdh,1
CG11267,ND-13A,1
CG11267,ND-13B,1
CG11267,ND-15,1
CG11267,ND-18,1
CG11267,ND-19,1
CG11267,ND-20,1
CG11267,ND-23,1
CG11267,ND-24,1
CG11267,ND-30,1
CG11267,ND-39,1
CG11267,ND-42,1
CG11267,ND-49,1
CG11267,ND-51,1
CG11267,ND-75,1
CG11267,ND-ACP,1
CG11267,ND-ASHI,1
CG11267,ND-B12,1
CG11267,ND-B14,1
CG11267,ND-B14.5A,1
CG11267,ND-B14.5B,1
CG11267,ND-B14.7,1
CG11267,ND-B15,1
CG11267,ND-B16.6,1
CG11267,ND-B17,1
CG11267,ND-B17.2,1
CG11267,ND-B18,1
CG11267,ND-B22,1
CG11267,ND-MLRQ,1
CG11267,ND-MWFE,1
CG11267,ND-PDSW,1
CG11267,ND-SGDH,1
CG11267,Neb-cGP,1
CG11267,lncRNA:noe,1
CG11267,NP15.6,1
CG11267,nrv3,1
CG11267,Opa1,1
CG11267,ox,1
CG11267,P32,1
CG11267,P5CDh1,1
CG11267,P5cr,1
CG11267,Pcyt1,1
CG11267,Pect,1
CG11267,Pex19,1
CG11267,Pgk,1
CG11267,Pglym78,1
CG11267,Phb2,1
CG11267,PhKgamma,1
CG11267,POLDIP2,1
CG11267,porin,1
CG11267,Prx3,1
CG11267,QIL1,1
CG11267,Rack1,1
CG11267,RFeSP,1
CG11267,Rim,1
CG11267,RNASEK,1
CG11267,Roe1,1
CG11267,roh,1
CG11267,RpL12,1
CG11267,RpL17,1
CG11267,RpL24-like,1
CG11267,RpL3,1
CG11267,RpL30,1
CG11267,RpL34a,1
CG11267,RpL35,1
CG11267,RpL5,1
CG11267,RpL6,1
CG11267,RpS12,1
CG11267,RpS13,1
CG11267,RpS17,1
CG11267,RpS2,1
CG11267,RpS27A,1
CG11267,Sam-S,1
CG11267,Scsalpha1,1
CG11267,SdhA,1
CG11267,SdhB,1
CG11267,SdhC,1
CG11267,SdhD,1
CG11267,sesB,1
CG11267,Sirup,1
CG11267,ScsbetaA,1
CG11267,slgA,1
CG11267,slmo,1
CG11267,Snap25,1
CG11267,Sod1,1
CG11267,Sod2,1
CG11267,spen,1
CG11267,Ssadh,1
CG11267,Tim23,1
CG11267,Tim8,1
CG11267,Tim9a,1
CG11267,Tina-1,1
CG11267,Tom20,1
CG11267,Tom40,1
CG11267,Tom7,1
CG11267,Tpi,1
CG11267,Trx-2,1
CG11267,Tsp42Ej,1
CG11267,unc-13,1
CG11267,Urod,1
CG11267,UQCR-11,1
CG11267,UQCR-14,1
CG11267,UQCR-6.4,1
CG11267,UQCR-C1,1
CG11267,UQCR-C2,1
CG11267,UQCR-Q,1
CG11267,Vha13,1
CG11267,Vha14-1,1
CG11267,vig2,1
Dpp10,CG13928,1
Dpp10,jus,1
Dpp10,CG17816,1
Dpp10,CG2017,1
Dpp10,CG31030,1
Dpp10,CG31140,1
Dpp10,CG32206,1
Dpp10,CG33543,1
Dpp10,Stacl,1
Dpp10,CG6044,1
Dpp10,CG7990,1
Dpp10,Ae2,1
Dpp10,Con,1
Dpp10,lncRNA:CR31451,1
Dpp10,DopEcR,1
Dpp10,dysc,1
Dpp10,Gbeta5,1
Dpp10,igl,1
Dpp10,jef,1
Dpp10,Mid1,1
Dpp10,nAChRalpha6,1
Dpp10,nmo,1
Dpp10,nSyb,1
Dpp10,Pde6,1
Dpp10,Pkc53E,1
Dpp10,Plc21C,1
Dpp10,Ptp99A,1
Dpp10,Rbp6,1
Dpp10,RpL39,1
Dpp10,Vha68-1,1
CG11360,CG12822,1
CG11360,Ypel,1
CG11360,aus,1
CG11360,CG31808,1
CG11360,CG32809,1
CG11360,CG3662,1
CG11360,CG3793,1
CG11360,OtopLa,1
CG11360,CG42724,1
CG11360,CG6329,1
CG11360,CG7781,1
CG11360,CG9005,1
CG11360,CG9328,1
CG11360,CNBP,1
CG11360,cpx,1
CG11360,lncRNA:CR30055,1
CG11360,Cyp1,1
CG11360,Cyt-c-p,1
CG11360,Df31,1
CG11360,DopEcR,1
CG11360,eEF1alpha1,1
CG11360,eEF1alpha2,1
CG11360,eEF1beta,1
CG11360,eIF3m,1
CG11360,elav,1
CG11360,Eno,1
CG11360,fax,1
CG11360,Fis1,1
CG11360,fne,1
CG11360,gammaSnap1,1
CG11360,Gapdh1,1
CG11360,Gapdh2,1
CG11360,Ggamma1,1
CG11360,Glut4EF,1
CG11360,Hel25E,1
CG11360,His4r,1
CG11360,Hrb27C,1
CG11360,Hrb87F,1
CG11360,Hsc70-3,1
CG11360,IA-2,1
CG11360,Jafrac1,1
CG11360,kis,1
CG11360,l(1)G0320,1
CG11360,lost,1
CG11360,MESK2,1
CG11360,Mlf,1
CG11360,Mnn1,1
CG11360,Msp300,1
CG11360,nAChRalpha5,1
CG11360,nrv3,1
CG11360,nSyb,1
CG11360,pAbp,1
CG11360,Pgk,1
CG11360,PPP4R2r,1
CG11360,PyK,1
CG11360,Rack1,1
CG11360,Rbp1-like,1
CG11360,Rbp9,1
CG11360,rin,1
CG11360,ringer,1
CG11360,Rm62,1
CG11360,RNASEK,1
CG11360,Rop,1
CG11360,RpL12,1
CG11360,RpL13,1
CG11360,RpL18,1
CG11360,RpL18A,1
CG11360,RpL21,1
CG11360,RpL22,1
CG11360,RpL23A,1
CG11360,RpL26,1
CG11360,RpL27,1
CG11360,RpL27A,1
CG11360,RpL3,1
CG11360,RpL31,1
CG11360,RpL32,1
CG11360,RpL36A,1
CG11360,RpL39,1
CG11360,RpL4,1
CG11360,RpL6,1
CG11360,RpL7,1
CG11360,RpL7A,1
CG11360,RpL8,1
CG11360,RpL9,1
CG11360,RpLP0,1
CG11360,RpLP1,1
CG11360,RpLP2,1
CG11360,RpS10b,1
CG11360,RpS11,1
CG11360,RpS12,1
CG11360,RpS13,1
CG11360,RpS14a,1
CG11360,RpS14b,1
CG11360,RpS15,1
CG11360,RpS15Aa,1
CG11360,RpS16,1
CG11360,RpS17,1
CG11360,RpS19a,1
CG11360,RpS2,1
CG11360,RpS20,1
CG11360,RpS21,1
CG11360,RpS23,1
CG11360,RpS24,1
CG11360,RpS28b,1
CG11360,RpS29,1
CG11360,RpS3,1
CG11360,RpS30,1
CG11360,RpS4,1
CG11360,RpS5a,1
CG11360,RpS6,1
CG11360,RpS8,1
CG11360,RpS9,1
CG11360,Sap47,1
CG11360,sbb,1
CG11360,Sh,1
CG11360,shi,1
CG11360,sky,1
CG11360,slo,1
CG11360,Sumo,1
CG11360,Snap25,1
CG11360,sqd,1
CG11360,sta,1
CG11360,Su(var)205,1
CG11360,su(w[a]),1
CG11360,Syp,1
CG11360,Syx1A,1
CG11360,Tctp,1
CG11360,TM4SF,1
CG11360,Tpi,1
CG11360,Uhg5,1
CG11360,unc-13,1
CG11360,Unr,1
CG11360,Vha13,1
CG11360,Vha14-1,1
CG11360,Vha16-1,1
CG11360,Vha44,1
CG11360,Vha68-1,1
CG11360,VhaAC39-1,1
CG11360,VhaSFD,1
CG11360,ytr,1
Xxylt,CG11722,1
Xxylt,CG11752,1
Xxylt,Pdhb,1
Xxylt,CG13220,1
Xxylt,CG13623,1
Xxylt,CG14483,1
Xxylt,CG14757,1
Xxylt,CG31808,1
Xxylt,CG33199,1
Xxylt,CG42361,1
Xxylt,CG6044,1
Xxylt,CG6115,1
Xxylt,CG6330,1
Xxylt,CG6878,1
Xxylt,CG7990,1
Xxylt,CG8245,1
Xxylt,Cisd2,1
Xxylt,comt,1
Xxylt,COX4,1
Xxylt,COX7A,1
Xxylt,cype,1
Xxylt,Cyt-c-p,1
Xxylt,Dic1,1
Xxylt,Eno,1
Xxylt,Fie,1
Xxylt,Gabat,1
Xxylt,gammaSnap1,1
Xxylt,Gapdh1,1
Xxylt,Glut4EF,1
Xxylt,Idh3b,1
Xxylt,IscU,1
Xxylt,Idh3a,1
Xxylt,Fum1,1
Xxylt,levy,1
Xxylt,Mpcp2,1
Xxylt,mRpL13,1
Xxylt,mRpL24,1
Xxylt,mRpL41,1
Xxylt,mRpS28,1
Xxylt,ND-15,1
Xxylt,ND-19,1
Xxylt,ND-24,1
Xxylt,ND-30,1
Xxylt,ND-39,1
Xxylt,ND-42,1
Xxylt,ND-51,1
Xxylt,ND-75,1
Xxylt,ND-ACP,1
Xxylt,ND-B12,1
Xxylt,ND-B14.5B,1
Xxylt,ND-B17,1
Xxylt,ND-PDSW,1
Xxylt,Neb-cGP,1
Xxylt,NP15.6,1
Xxylt,ox,1
Xxylt,P5cr,1
Xxylt,porin,1
Xxylt,PrBP,1
Xxylt,QIL1,1
Xxylt,qtc,1
Xxylt,RFeSP,1
Xxylt,roh,1
Xxylt,SdhC,1
Xxylt,sesB,1
Xxylt,slmo,1
Xxylt,Ssadh,1
Xxylt,Syngr,1
Xxylt,Tom7,1
Xxylt,Urod,1
Xxylt,UQCR-14,1
Xxylt,UQCR-6.4,1
Xxylt,UQCR-Q,1
Xxylt,Vha13,1
Xxylt,Vha68-1,1
CG11454,CG1265,1
CG11454,CG42361,1
CG11454,TfIIA-S,1
PAN3,CG13928,1
PAN3,CG15765,1
PAN3,CG31140,1
PAN3,CG42361,1
PAN3,CG43324,1
PAN3,Dop2R,1
PAN3,dpr19,1
PAN3,mmd,1
PAN3,Nlg3,1
PAN3,Nrx-1,1
PAN3,Pdcd4,1
PAN3,Pdp1,1
PAN3,Plc21C,1
PAN3,Rbp9,1
PAN3,RhoGAPp190,1
CG11537,CG14757,1
CG11586,CG3662,1
CG1161,CG11658,1
CG1161,CG12091,1
CG1161,CG1265,1
CG1161,CG12822,1
CG1161,CG13623,1
CG1161,CG14591,1
CG1161,Ypel,1
CG1161,CG16935,1
CG1161,CG17294,1
CG1161,CG18549,1
CG1161,CG2017,1
CG1161,CG31808,1
CG1161,CG32278,1
CG1161,CG34159,1
CG1161,CG3662,1
CG1161,CG3719,1
CG1161,CG3793,1
CG1161,CG5902,1
CG1161,Mic26-27,1
CG1161,CG6329,1
CG1161,Prps,1
CG1161,CG7382,1
CG1161,CG7407,1
CG1161,CG7430,1
CG1161,CG7582,1
CG1161,CG7739,1
CG1161,CG7781,1
CG1161,CG8187,1
CG1161,sordd1,1
CG1161,CG9005,1
CG1161,Cisd2,1
CG1161,COX5A,1
CG1161,COX5B,1
CG1161,COX6B,1
CG1161,lncRNA:CR30055,1
CG1161,Csp,1
CG1161,Cyt-c-p,1
CG1161,Dic1,1
CG1161,Dlc90F,1
CG1161,Drat,1
CG1161,elm,1
CG1161,EMRE,1
CG1161,Eno,1
CG1161,Fis1,1
CG1161,fok,1
CG1161,fwe,1
CG1161,gammaSnap1,1
CG1161,Gapdh1,1
CG1161,Gapdh2,1
CG1161,Gbeta5,1
CG1161,ghi,1
CG1161,Glut4EF,1
CG1161,Gpdh1,1
CG1161,Gpo1,1
CG1161,Grx1,1
CG1161,Gs1,1
CG1161,Gycalpha99B,1
CG1161,igl,1
CG1161,jagn,1
CG1161,Idh3a,1
CG1161,Pdha,1
CG1161,lawc,1
CG1161,lola,1
CG1161,MagR,1
CG1161,MESK2,1
CG1161,Mlf,1
CG1161,ND-15,1
CG1161,ND-24,1
CG1161,ND-ACP,1
CG1161,ND-ASHI,1
CG1161,ND-B15,1
CG1161,ND-B18,1
CG1161,Ndfip,1
CG1161,NP15.6,1
CG1161,nrv3,1
CG1161,nSyb,1
CG1161,Obp44a,1
CG1161,Pgi,1
CG1161,Pgk,1
CG1161,Pglym78,1
CG1161,Pis,1
CG1161,porin,1
CG1161,PPP1R15,1
CG1161,Pur-alpha,1
CG1161,PyK,1
CG1161,QIL1,1
CG1161,qvr,1
CG1161,Rab14,1
CG1161,Rab18,1
CG1161,Rab2,1
CG1161,RabX4,1
CG1161,rdgB,1
CG1161,ringer,1
CG1161,Rm62,1
CG1161,RNASEK,1
CG1161,roh,1
CG1161,Rop,1
CG1161,lncRNA:roX1,1
CG1161,RpL18A,1
CG1161,RpL23A,1
CG1161,RpL27A,1
CG1161,RpL31,1
CG1161,RpL32,1
CG1161,RpL8,1
CG1161,RpLP1,1
CG1161,RpS10b,1
CG1161,RpS12,1
CG1161,RpS15,1
CG1161,RpS24,1
CG1161,Sap47,1
CG1161,Scsalpha1,1
CG1161,Sh,1
CG1161,shi,1
CG1161,sqd,1
CG1161,sra,1
CG1161,sta,1
CG1161,stmA,1
CG1161,STUB1,1
CG1161,TM4SF,1
CG1161,Tpi,1
CG1161,Tsp42Ej,1
CG1161,Ubc6,1
CG1161,unc-13,1
CG1161,UQCR-14,1
CG1161,veli,1
CG1161,Vha13,1
CG1161,Vha14-1,1
CG1161,Vha16-1,1
CG1161,Vha36-1,1
CG1161,Vha44,1
CG1161,Vha55,1
CG1161,Vha68-1,1
CG1161,VhaAC39-1,1
CG1161,VhaAC45,1
CG1161,VhaM9.7-a,1
CG1161,VhaPPA1-1,1
CG1161,VhaSFD,1
CG11658,CG1265,1
CG11658,CG12822,1
CG11658,CG13760,1
CG11658,Ypel,1
CG11658,CG15772,1
CG11658,CG17294,1
CG11658,CG2017,1
CG11658,CG31030,1
CG11658,CG31808,1
CG11658,CG3625,1
CG11658,CG3662,1
CG11658,CG3703,1
CG11658,CG3793,1
CG11658,CG3860,1
CG11658,CG42361,1
CG11658,CG6329,1
CG11658,Uck,1
CG11658,Prps,1
CG11658,CG6770,1
CG11658,CG7332,1
CG11658,CG7407,1
CG11658,CG7582,1
CG11658,CG7646,1
CG11658,CG8187,1
CG11658,mrva,1
CG11658,sordd1,1
CG11658,chrb,1
CG11658,lncRNA:CR30055,1
CG11658,ctp,1
CG11658,Dic1,1
CG11658,Dlc90F,1
CG11658,Droj2,1
CG11658,elm,1
CG11658,EMRE,1
CG11658,Eno,1
CG11658,Fis1,1
CG11658,ftz-f1,1
CG11658,gammaSnap1,1
CG11658,Gapdh1,1
CG11658,Gapdh2,1
CG11658,Gbeta5,1
CG11658,ghi,1
CG11658,Glut4EF,1
CG11658,GlyP,1
CG11658,Gpdh1,1
CG11658,Grx1,1
