from,to,edge
RpL27A,RpS15Aa,1
RpL27A,RpS16,1
RpL27A,RpS17,1
RpL27A,RpS18,1
RpL27A,RpS19a,1
RpL27A,RpS2,1
RpL27A,RpS20,1
RpL27A,RpS21,1
RpL27A,RpS23,1
RpL27A,RpS25,1
RpL27A,RpS26,1
RpL27A,RpS27,1
RpL27A,RpS27A,1
RpL27A,RpS28b,1
RpL27A,RpS29,1
RpL27A,RpS3,1
RpL27A,RpS30,1
RpL27A,RpS3A,1
RpL27A,RpS4,1
RpL27A,RpS7,1
RpL27A,RpS8,1
RpL27A,eEF1alpha1,1
RpL27A,sta,1
RpL28,RpL29,1
RpL28,RpL3,1
RpL28,RpL31,1
RpL28,RpL32,1
RpL28,RpL34b,1
RpL28,RpL35,1
RpL28,RpL35A,1
RpL28,RpL36,1
RpL28,RpL36A,1
RpL28,RpL37A,1
RpL28,RpL37a,1
RpL28,RpL39,1
RpL28,RpL4,1
RpL28,RpL40,1
RpL28,RpL41,1
RpL28,RpL6,1
RpL28,RpL7,1
RpL28,RpL7A,1
RpL28,RpL8,1
RpL28,RpL9,1
RpL28,RpLP0,1
RpL28,RpLP1,1
RpL28,RpLP2,1
RpL28,RpS10b,1
RpL28,RpS11,1
RpL28,RpS12,1
RpL28,RpS13,1
RpL28,RpS15,1
RpL28,RpS15Aa,1
RpL28,RpS16,1
RpL28,RpS17,1
RpL28,RpS18,1
RpL28,RpS19a,1
RpL28,RpS2,1
RpL28,RpS20,1
RpL28,RpS21,1
RpL28,RpS23,1
RpL28,RpS24,1
RpL28,RpS25,1
RpL28,RpS26,1
RpL28,RpS27,1
RpL28,RpS27A,1
RpL28,RpS28b,1
RpL28,RpS29,1
RpL28,RpS3,1
RpL28,RpS30,1
RpL28,RpS3A,1
RpL28,RpS4,1
RpL28,RpS6,1
RpL28,RpS7,1
RpL28,RpS8,1
RpL28,RpS9,1
RpL28,eEF1alpha1,1
RpL28,eEF2,1
RpL28,eEF5,1
RpL28,eIF4A,1
RpL28,sta,1
RpL29,RpL31,1
RpL29,RpL32,1
RpL29,RpL35,1
RpL29,RpL36A,1
RpL29,RpL37a,1
RpL29,RpL40,1
RpL29,RpL41,1
RpL29,RpL7,1
RpL29,RpL8,1
RpL29,RpL9,1
RpL29,RpLP0,1
RpL29,RpLP1,1
RpL29,RpS12,1
RpL29,RpS15,1
RpL29,RpS16,1
RpL29,RpS18,1
RpL29,RpS20,1
RpL29,RpS23,1
RpL29,RpS25,1
RpL29,RpS26,1
RpL29,RpS27,1
RpL29,RpS27A,1
RpL29,RpS28b,1
RpL29,RpS29,1
RpL29,RpS3,1
RpL29,RpS30,1
RpL29,RpS3A,1
RpL29,eEF1alpha1,1
RpL29,eEF5,1
RpL29,sta,1
RpL3,RpL36A,1
RpL3,RpL7,1
RpL3,RpL7A,1
RpL3,RpLP1,1
RpL3,RpS11,1
RpL3,RpS12,1
RpL3,RpS27A,1
RpL3,RpS30,1
RpL3,RpS3A,1
RpL3,RpS4,1
RpL3,RpS9,1
RpL3,eEF1alpha1,1
RpL3,sta,1
RpL31,RpL32,1
RpL31,RpL35,1
RpL31,RpL36,1
RpL31,RpL36A,1
RpL31,RpL37a,1
RpL31,RpL39,1
RpL31,RpL4,1
RpL31,RpL40,1
RpL31,RpL41,1
RpL31,RpL6,1
RpL31,RpL7,1
RpL31,RpL8,1
RpL31,RpL9,1
RpL31,RpLP0,1
RpL31,RpLP1,1
RpL31,RpLP2,1
RpL31,RpS10b,1
RpL31,RpS11,1
RpL31,RpS12,1
RpL31,RpS13,1
RpL31,RpS15,1
RpL31,RpS15Aa,1
RpL31,RpS16,1
RpL31,RpS17,1
RpL31,RpS18,1
RpL31,RpS19a,1
RpL31,RpS2,1
RpL31,RpS20,1
RpL31,RpS21,1
RpL31,RpS23,1
RpL31,RpS25,1
RpL31,RpS26,1
RpL31,RpS27,1
RpL31,RpS27A,1
RpL31,RpS28b,1
RpL31,RpS3,1
RpL31,RpS30,1
RpL31,RpS3A,1
RpL31,RpS4,1
RpL31,RpS7,1
RpL31,RpS8,1
RpL31,RpS9,1
RpL31,eEF1alpha1,1
RpL31,eEF2,1
RpL31,sta,1
RpL32,RpL34b,1
RpL32,RpL36,1
RpL32,RpL36A,1
RpL32,RpL37A,1
RpL32,RpL37a,1
RpL32,RpL39,1
RpL32,RpL4,1
RpL32,RpL41,1
RpL32,RpL5,1
RpL32,RpL6,1
RpL32,RpL7,1
RpL32,RpL7A,1
RpL32,RpL9,1
RpL32,RpLP0,1
RpL32,RpLP1,1
RpL32,RpLP2,1
RpL32,RpS10b,1
RpL32,RpS11,1
RpL32,RpS12,1
RpL32,RpS14a,1
RpL32,RpS15,1
RpL32,RpS15Aa,1
RpL32,RpS16,1
RpL32,RpS17,1
RpL32,RpS18,1
RpL32,RpS19a,1
RpL32,RpS2,1
RpL32,RpS20,1
RpL32,RpS21,1
RpL32,RpS23,1
RpL32,RpS25,1
RpL32,RpS26,1
RpL32,RpS27,1
RpL32,RpS27A,1
RpL32,RpS28b,1
RpL32,RpS29,1
RpL32,RpS3,1
RpL32,RpS30,1
RpL32,RpS3A,1
RpL32,RpS4,1
RpL32,RpS6,1
RpL32,RpS7,1
RpL32,RpS8,1
RpL32,blw,1
RpL32,eEF1alpha1,1
RpL32,eEF5,1
RpL32,sta,1
RpL34b,RpL35A,1
RpL34b,RpL36A,1
RpL34b,RpL37A,1
RpL34b,RpL37a,1
RpL34b,RpL40,1
RpL34b,RpL41,1
RpL34b,RpL6,1
RpL34b,RpL7,1
RpL34b,RpL7A,1
RpL34b,RpL9,1
RpL34b,RpLP1,1
RpL34b,RpLP2,1
RpL34b,RpS10b,1
RpL34b,RpS11,1
RpL34b,RpS15,1
RpL34b,RpS16,1
RpL34b,RpS17,1
RpL34b,RpS18,1
RpL34b,RpS19a,1
RpL34b,RpS2,1
RpL34b,RpS20,1
RpL34b,RpS23,1
RpL34b,RpS25,1
RpL34b,RpS26,1
RpL34b,RpS27,1
RpL34b,RpS28b,1
RpL34b,RpS29,1
RpL34b,RpS30,1
RpL34b,RpS3A,1
RpL34b,RpS4,1
RpL34b,RpS7,1
RpL34b,RpS8,1
RpL35,RpL36A,1
RpL35,RpL37a,1
RpL35,RpL39,1
RpL35,RpL6,1
RpL35,RpL7,1
RpL35,RpLP0,1
RpL35,RpS10b,1
RpL35,RpS11,1
RpL35,RpS15,1
RpL35,RpS16,1
RpL35,RpS17,1
RpL35,RpS18,1
RpL35,RpS21,1
RpL35,RpS23,1
RpL35,RpS24,1
RpL35,RpS25,1
RpL35,RpS26,1
RpL35,RpS27,1
RpL35,RpS27A,1
RpL35,RpS28b,1
RpL35,RpS3,1
RpL35,RpS3A,1
RpL35,RpS7,1
RpL35,RpS8,1
RpL35,eEF2,1
RpL35,eEF5,1
RpL35A,RpL36A,1
RpL35A,RpL37A,1
RpL35A,RpL37a,1
RpL35A,RpL39,1
RpL35A,RpL40,1
RpL35A,RpL41,1
RpL35A,RpL5,1
RpL35A,RpL7,1
RpL35A,RpL9,1
RpL35A,RpLP0,1
RpL35A,RpLP1,1
RpL35A,RpLP2,1
RpL35A,RpS10b,1
RpL35A,RpS12,1
RpL35A,RpS15,1
RpL35A,RpS17,1
RpL35A,RpS23,1
RpL35A,RpS25,1
RpL35A,RpS26,1
RpL35A,RpS27,1
RpL35A,RpS27A,1
RpL35A,RpS28b,1
RpL35A,RpS3,1
RpL35A,RpS3A,1
RpL35A,RpS4,1
RpL35A,RpS7,1
RpL35A,eEF2,1
RpL35A,eEF5,1
RpL35A,sta,1
RpL36,RpL36A,1
RpL36,RpL39,1
RpL36,RpL41,1
RpL36,RpL6,1
RpL36,RpL7,1
RpL36,RpL7A,1
RpL36,RpLP1,1
RpL36,RpS10b,1
RpL36,RpS11,1
RpL36,RpS15,1
RpL36,RpS17,1
RpL36,RpS18,1
RpL36,RpS21,1
RpL36,RpS23,1
RpL36,RpS25,1
RpL36,RpS27A,1
RpL36,RpS29,1
RpL36,RpS3,1
RpL36,RpS3A,1
RpL36,RpS8,1
RpL36,eEF1alpha1,1
RpL36A,RpL37A,1
RpL36A,RpL37a,1
RpL36A,RpL38,1
RpL36A,RpL39,1
RpL36A,RpL40,1
RpL36A,RpL41,1
RpL36A,RpL6,1
RpL36A,RpL7,1
RpL36A,RpL7A,1
RpL36A,RpL8,1
RpL36A,RpL9,1
RpL36A,RpLP0,1
RpL36A,RpLP1,1
RpL36A,RpLP2,1
RpL36A,RpS10b,1
RpL36A,RpS11,1
RpL36A,RpS12,1
RpL36A,RpS13,1
RpL36A,RpS14a,1
RpL36A,RpS15,1
RpL36A,RpS16,1
RpL36A,RpS17,1
RpL36A,RpS18,1
RpL36A,RpS19a,1
RpL36A,RpS20,1
RpL36A,RpS21,1
RpL36A,RpS23,1
RpL36A,RpS24,1
RpL36A,RpS25,1
RpL36A,RpS26,1
RpL36A,RpS27,1
RpL36A,RpS27A,1
RpL36A,RpS28b,1
RpL36A,RpS29,1
RpL36A,RpS3,1
RpL36A,RpS30,1
RpL36A,RpS4,1
RpL36A,RpS7,1
RpL36A,RpS8,1
RpL36A,eEF1alpha1,1
RpL36A,eEF2,1
RpL36A,eEF5,1
RpL36A,sta,1
RpL37A,RpL37a,1
RpL37A,RpL39,1
RpL37A,RpL41,1
RpL37A,RpL6,1
RpL37A,RpL7A,1
RpL37A,RpL9,1
RpL37A,RpLP1,1
RpL37A,RpLP2,1
RpL37A,RpS10b,1
RpL37A,RpS11,1
RpL37A,RpS12,1
RpL37A,RpS15,1
RpL37A,RpS16,1
RpL37A,RpS17,1
RpL37A,RpS18,1
RpL37A,RpS23,1
RpL37A,RpS24,1
RpL37A,RpS25,1
RpL37A,RpS26,1
RpL37A,RpS27,1
RpL37A,RpS27A,1
RpL37A,RpS28b,1
RpL37A,RpS29,1
RpL37A,RpS3,1
RpL37A,RpS30,1
RpL37A,RpS3A,1
RpL37A,RpS7,1
RpL37A,RpS8,1
RpL37A,eEF1alpha1,1
RpL37A,sta,1
RpL37a,RpL38,1
RpL37a,RpL39,1
RpL37a,RpL40,1
RpL37a,RpL41,1
RpL37a,RpL5,1
RpL37a,RpL6,1
RpL37a,RpL7,1
RpL37a,RpL7A,1
RpL37a,RpL8,1
RpL37a,RpL9,1
RpL37a,RpLP0,1
RpL37a,RpLP1,1
RpL37a,RpS10b,1
RpL37a,RpS11,1
RpL37a,RpS12,1
RpL37a,RpS13,1
RpL37a,RpS15,1
RpL37a,RpS15Aa,1
RpL37a,RpS16,1
RpL37a,RpS17,1
RpL37a,RpS18,1
RpL37a,RpS19a,1
RpL37a,RpS20,1
RpL37a,RpS21,1
RpL37a,RpS23,1
RpL37a,RpS24,1
RpL37a,RpS25,1
RpL37a,RpS26,1
RpL37a,RpS27,1
RpL37a,RpS27A,1
RpL37a,RpS28b,1
RpL37a,RpS29,1
RpL37a,RpS3,1
RpL37a,RpS30,1
RpL37a,RpS3A,1
RpL37a,RpS4,1
RpL37a,RpS7,1
RpL37a,RpS8,1
RpL37a,RpS9,1
RpL37a,blw,1
RpL37a,eEF1alpha1,1
RpL37a,eEF2,1
RpL37a,eEF5,1
RpL37a,sta,1
RpL38,RpLP1,1
RpL38,RpS15,1
RpL38,RpS29,1
RpL38,RpS3,1
RpL38,RpS8,1
RpL39,RpL4,1
RpL39,RpL40,1
RpL39,RpL41,1
RpL39,RpL6,1
RpL39,RpL7,1
RpL39,RpL7A,1
RpL39,RpLP0,1
RpL39,RpLP1,1
RpL39,RpLP2,1
RpL39,RpS10b,1
RpL39,RpS11,1
RpL39,RpS13,1
RpL39,RpS15Aa,1
RpL39,RpS16,1
RpL39,RpS17,1
RpL39,RpS18,1
RpL39,RpS20,1
RpL39,RpS21,1
RpL39,RpS23,1
RpL39,RpS25,1
RpL39,RpS26,1
RpL39,RpS27,1
RpL39,RpS27A,1
RpL39,RpS28b,1
RpL39,RpS29,1
RpL39,RpS3,1
RpL39,RpS30,1
RpL39,RpS3A,1
RpL39,RpS4,1
RpL39,RpS8,1
RpL39,Vha13,1
RpL39,blw,1
RpL39,eEF1alpha1,1
RpL39,eEF2,1
RpL39,eEF5,1
RpL39,rl,1
RpL39,sta,1
RpL4,RpL6,1
RpL4,RpL9,1
RpL4,RpLP1,1
RpL4,RpLP2,1
RpL4,RpS15,1
RpL4,RpS15Aa,1
RpL4,RpS16,1
RpL4,RpS18,1
RpL4,RpS25,1
RpL4,RpS27,1
RpL4,RpS27A,1
RpL4,RpS28b,1
RpL4,RpS6,1
RpL4,RpS7,1
RpL4,RpS8,1
RpL4,RpS9,1
RpL4,eEF1alpha1,1
RpL4,sta,1
RpL40,RpL41,1
RpL40,RpL7,1
RpL40,RpL9,1
RpL40,RpLP0,1
RpL40,RpLP1,1
RpL40,RpLP2,1
RpL40,RpS10b,1
RpL40,RpS11,1
RpL40,RpS12,1
RpL40,RpS13,1
RpL40,RpS15,1
RpL40,RpS16,1
RpL40,RpS17,1
RpL40,RpS18,1
RpL40,RpS19a,1
RpL40,RpS20,1
RpL40,RpS21,1
RpL40,RpS23,1
RpL40,RpS24,1
RpL40,RpS25,1
RpL40,RpS26,1
RpL40,RpS27,1
RpL40,RpS27A,1
RpL40,RpS28b,1
RpL40,RpS29,1
RpL40,RpS3,1
RpL40,RpS30,1
RpL40,RpS3A,1
RpL40,RpS4,1
RpL40,RpS6,1
RpL40,RpS7,1
RpL40,RpS8,1
RpL40,awd,1
RpL40,eEF1alpha1,1
RpL40,sta,1
RpL41,RpL7,1
RpL41,RpL7A,1
RpL41,RpLP0,1
RpL41,RpLP1,1
RpL41,RpLP2,1
RpL41,RpS10b,1
RpL41,RpS11,1
RpL41,RpS15,1
RpL41,RpS15Aa,1
RpL41,RpS16,1
RpL41,RpS17,1
RpL41,RpS18,1
RpL41,RpS2,1
RpL41,RpS20,1
RpL41,RpS21,1
RpL41,RpS23,1
RpL41,RpS25,1
RpL41,RpS26,1
RpL41,RpS27,1
RpL41,RpS27A,1
RpL41,RpS28b,1
RpL41,RpS29,1
RpL41,RpS30,1
RpL41,RpS3A,1
RpL41,RpS4,1
RpL41,RpS7,1
RpL41,RpS8,1
RpL41,RpS9,1
RpL41,blw,1
RpL41,eEF1alpha1,1
RpL41,eEF2,1
RpL41,eEF5,1
RpL5,RpLP1,1
RpL5,RpS27,1
RpL5,RpS3A,1
RpL5,eEF1alpha1,1
RpL6,RpL7,1
RpL6,RpL7A,1
RpL6,RpL8,1
RpL6,RpLP1,1
RpL6,RpLP2,1
RpL6,RpS10b,1
RpL6,RpS11,1
RpL6,RpS15,1
RpL6,RpS16,1
RpL6,RpS17,1
RpL6,RpS18,1
RpL6,RpS19a,1
RpL6,RpS20,1
RpL6,RpS21,1
RpL6,RpS23,1
RpL6,RpS24,1
RpL6,RpS25,1
RpL6,RpS26,1
RpL6,RpS27,1
RpL6,RpS27A,1
RpL6,RpS28b,1
RpL6,RpS29,1
RpL6,RpS3,1
RpL6,RpS30,1
RpL6,RpS3A,1
RpL6,RpS7,1
RpL6,RpS8,1
RpL6,eEF1alpha1,1
RpL6,eEF2,1
RpL6,eEF5,1
RpL6,sta,1
RpL7,RpL7A,1
RpL7,RpL8,1
RpL7,RpL9,1
RpL7,RpLP1,1
RpL7,RpLP2,1
RpL7,RpS10b,1
RpL7,RpS15,1
RpL7,RpS15Aa,1
RpL7,RpS16,1
RpL7,RpS17,1
RpL7,RpS18,1
RpL7,RpS19a,1
RpL7,RpS2,1
RpL7,RpS20,1
RpL7,RpS21,1
RpL7,RpS23,1
RpL7,RpS24,1
RpL7,RpS25,1
RpL7,RpS26,1
RpL7,RpS27,1
RpL7,RpS27A,1
RpL7,RpS28b,1
RpL7,RpS29,1
RpL7,RpS3,1
RpL7,RpS30,1
RpL7,RpS3A,1
RpL7,RpS6,1
RpL7,RpS7,1
RpL7,RpS8,1
RpL7,RpS9,1
RpL7,eEF1alpha1,1
RpL7,eEF5,1
RpL7,sta,1
RpL7A,RpL8,1
RpL7A,RpLP1,1
RpL7A,RpLP2,1
RpL7A,RpS10b,1
RpL7A,RpS11,1
RpL7A,RpS12,1
RpL7A,RpS15,1
RpL7A,RpS16,1
RpL7A,RpS17,1
RpL7A,RpS18,1
RpL7A,RpS23,1
RpL7A,RpS25,1
RpL7A,RpS26,1
RpL7A,RpS27,1
RpL7A,RpS3,1
RpL7A,RpS30,1
RpL7A,RpS3A,1
RpL7A,RpS7,1
RpL7A,RpS8,1
RpL7A,RpS9,1
RpL7A,eEF1alpha1,1
RpL7A,eEF5,1
RpL7A,sta,1
RpL8,RpLP1,1
RpL8,RpS10b,1
RpL8,RpS11,1
RpL8,RpS17,1
RpL8,RpS18,1
RpL8,RpS20,1
RpL8,RpS23,1
RpL8,RpS25,1
RpL8,RpS26,1
RpL8,RpS27,1
RpL8,RpS27A,1
RpL8,RpS3A,1
RpL8,RpS7,1
RpL8,eEF1alpha1,1
RpL8,sta,1
RpL9,RpLP1,1
RpL9,RpLP2,1
RpL9,RpS10b,1
RpL9,RpS11,1
RpL9,RpS12,1
RpL9,RpS13,1
RpL9,RpS15,1
RpL9,RpS15Aa,1
RpL9,RpS16,1
RpL9,RpS17,1
RpL9,RpS18,1
RpL9,RpS20,1
RpL9,RpS21,1
RpL9,RpS23,1
RpL9,RpS24,1
RpL9,RpS25,1
RpL9,RpS26,1
RpL9,RpS27,1
RpL9,RpS27A,1
RpL9,RpS29,1
RpL9,RpS3,1
RpL9,RpS30,1
RpL9,RpS7,1
RpL9,RpS8,1
RpL9,RpS9,1
RpL9,eEF5,1
RpL9,sta,1
RpLP0,RpLP1,1
RpLP0,RpS10b,1
RpLP0,RpS13,1
RpLP0,RpS15,1
RpLP0,RpS15Aa,1
RpLP0,RpS16,1
RpLP0,RpS17,1
RpLP0,RpS18,1
RpLP0,RpS19a,1
RpLP0,RpS20,1
RpLP0,RpS21,1
RpLP0,RpS23,1
RpLP0,RpS25,1
RpLP0,RpS26,1
RpLP0,RpS27,1
RpLP0,RpS29,1
RpLP0,RpS3,1
RpLP0,RpS3A,1
RpLP0,RpS7,1
RpLP0,eEF1alpha1,1
RpLP0,eEF2,1
RpLP0,eEF5,1
RpLP0,sta,1
RpLP1,RpLP2,1
RpLP1,RpS10b,1
RpLP1,RpS11,1
RpLP1,RpS12,1
RpLP1,RpS14a,1
RpLP1,RpS15,1
RpLP1,RpS15Aa,1
RpLP1,RpS16,1
RpLP1,RpS17,1
RpLP1,RpS18,1
RpLP1,RpS19a,1
RpLP1,RpS2,1
RpLP1,RpS20,1
RpLP1,RpS21,1
RpLP1,RpS23,1
RpLP1,RpS24,1
RpLP1,RpS25,1
RpLP1,RpS26,1
RpLP1,RpS27,1
RpLP1,RpS27A,1
RpLP1,RpS28b,1
RpLP1,RpS29,1
RpLP1,RpS3,1
RpLP1,RpS30,1
RpLP1,RpS3A,1
RpLP1,RpS4,1
RpLP1,RpS7,1
RpLP1,RpS8,1
RpLP1,RpS9,1
RpLP1,eEF1alpha1,1
RpLP1,eEF2,1
RpLP1,eEF5,1
RpLP1,sta,1
RpLP2,RpS10b,1
RpLP2,RpS11,1
RpLP2,RpS15,1
RpLP2,RpS16,1
RpLP2,RpS17,1
RpLP2,RpS18,1
RpLP2,RpS2,1
RpLP2,RpS20,1
RpLP2,RpS21,1
RpLP2,RpS23,1
RpLP2,RpS25,1
RpLP2,RpS26,1
RpLP2,RpS27,1
RpLP2,RpS27A,1
RpLP2,RpS28b,1
RpLP2,RpS29,1
RpLP2,RpS30,1
RpLP2,RpS3A,1
RpLP2,RpS4,1
RpLP2,RpS7,1
RpLP2,RpS8,1
RpLP2,RpS9,1
RpLP2,eEF1alpha1,1
RpLP2,rl,1
RpS10b,RpS12,1
RpS10b,RpS15,1
RpS10b,RpS16,1
RpS10b,RpS17,1
RpS10b,RpS18,1
RpS10b,RpS19a,1
RpS10b,RpS2,1
RpS10b,RpS20,1
RpS10b,RpS21,1
RpS10b,RpS23,1
RpS10b,RpS24,1
RpS10b,RpS25,1
RpS10b,RpS26,1
RpS10b,RpS27,1
RpS10b,RpS27A,1
RpS10b,RpS28b,1
RpS10b,RpS29,1
RpS10b,RpS3,1
RpS10b,RpS30,1
RpS10b,RpS3A,1
RpS10b,RpS4,1
RpS10b,RpS6,1
RpS10b,RpS7,1
RpS10b,RpS8,1
RpS10b,RpS9,1
RpS10b,blw,1
RpS10b,eEF1alpha1,1
RpS10b,eEF2,1
RpS10b,eEF5,1
RpS10b,sta,1
RpS11,RpS12,1
RpS11,RpS15,1
RpS11,RpS15Aa,1
RpS11,RpS16,1
RpS11,RpS17,1
RpS11,RpS18,1
RpS11,RpS20,1
RpS11,RpS21,1
RpS11,RpS23,1
RpS11,RpS24,1
RpS11,RpS25,1
RpS11,RpS26,1
RpS11,RpS27,1
RpS11,RpS27A,1
RpS11,RpS29,1
RpS11,RpS3,1
RpS11,RpS30,1
RpS11,RpS3A,1
RpS11,RpS4,1
RpS11,RpS7,1
RpS11,RpS8,1
RpS11,RpS9,1
RpS11,eEF1alpha1,1
RpS11,sta,1
RpS12,RpS16,1
RpS12,RpS18,1
RpS12,RpS20,1
RpS12,RpS21,1
RpS12,RpS24,1
RpS12,RpS26,1
RpS12,RpS27,1
RpS12,RpS27A,1
RpS12,RpS28b,1
RpS12,RpS3A,1
RpS12,RpS4,1
RpS12,RpS7,1
RpS12,RpS9,1
RpS12,eEF1alpha1,1
RpS12,sta,1
RpS13,RpS15,1
RpS13,RpS17,1
RpS13,RpS20,1
RpS13,RpS21,1
RpS13,RpS23,1
RpS13,RpS26,1
RpS13,RpS27,1
RpS13,RpS27A,1
RpS13,RpS28b,1
RpS13,eEF5,1
RpS14a,RpS15,1
RpS14a,RpS17,1
RpS14a,RpS27,1
RpS14a,RpS28b,1
RpS14a,RpS8,1
RpS15,RpS15Aa,1
RpS15,RpS16,1
RpS15,RpS17,1
RpS15,RpS18,1
RpS15,RpS19a,1
RpS15,RpS2,1
RpS15,RpS20,1
RpS15,RpS21,1
RpS15,RpS23,1
RpS15,RpS24,1
RpS15,RpS25,1
RpS15,RpS26,1
RpS15,RpS27,1
RpS15,RpS27A,1
RpS15,RpS28b,1
RpS15,RpS29,1
RpS15,RpS3,1
RpS15,RpS30,1
RpS15,RpS3A,1
RpS15,RpS4,1
RpS15,RpS7,1
RpS15,RpS8,1
RpS15,eEF2,1
RpS15,eEF5,1
RpS15,sta,1
RpS15Aa,RpS16,1
RpS15Aa,RpS18,1
RpS15Aa,RpS2,1
RpS15Aa,RpS20,1
RpS15Aa,RpS23,1
RpS15Aa,RpS24,1
RpS15Aa,RpS25,1
RpS15Aa,RpS26,1
RpS15Aa,RpS27,1
RpS15Aa,RpS27A,1
RpS15Aa,RpS28b,1
RpS15Aa,RpS30,1
RpS15Aa,RpS3A,1
RpS15Aa,RpS4,1
RpS15Aa,RpS7,1
RpS15Aa,sta,1
RpS16,RpS17,1
RpS16,RpS18,1
RpS16,RpS2,1
RpS16,RpS20,1
RpS16,RpS21,1
RpS16,RpS23,1
RpS16,RpS24,1
RpS16,RpS25,1
RpS16,RpS26,1
RpS16,RpS27,1
RpS16,RpS27A,1
RpS16,RpS28b,1
RpS16,RpS29,1
RpS16,RpS3,1
RpS16,RpS30,1
RpS16,RpS3A,1
RpS16,RpS4,1
RpS16,RpS6,1
RpS16,RpS7,1
RpS16,RpS8,1
RpS16,RpS9,1
RpS16,eEF1alpha1,1
RpS16,eEF2,1
RpS16,eEF5,1
RpS16,sta,1
RpS17,RpS18,1
RpS17,RpS2,1
RpS17,RpS20,1
RpS17,RpS21,1
RpS17,RpS23,1
RpS17,RpS24,1
RpS17,RpS25,1
RpS17,RpS26,1
RpS17,RpS27,1
RpS17,RpS27A,1
RpS17,RpS28b,1
RpS17,RpS29,1
RpS17,RpS3,1
RpS17,RpS30,1
RpS17,RpS3A,1
RpS17,RpS4,1
RpS17,RpS7,1
RpS17,RpS8,1
RpS17,RpS9,1
RpS17,eEF1alpha1,1
RpS17,eEF5,1
RpS17,sta,1
RpS18,RpS19a,1
RpS18,RpS2,1
RpS18,RpS20,1
RpS18,RpS21,1
RpS18,RpS23,1
RpS18,RpS24,1
RpS18,RpS25,1
RpS18,RpS26,1
RpS18,RpS27,1
RpS18,RpS27A,1
RpS18,RpS28b,1
RpS18,RpS29,1
RpS18,RpS3,1
RpS18,RpS30,1
RpS18,RpS3A,1
RpS18,RpS4,1
RpS18,RpS5a,1
RpS18,RpS7,1
RpS18,RpS8,1
RpS18,RpS9,1
RpS18,awd,1
RpS18,eEF1alpha1,1
RpS18,eEF5,1
RpS18,spen,1
RpS18,sta,1
RpS19a,RpS20,1
RpS19a,RpS26,1
RpS19a,RpS27,1
RpS19a,RpS27A,1
RpS19a,RpS28b,1
RpS19a,RpS29,1
RpS19a,RpS3,1
RpS19a,RpS30,1
RpS19a,RpS7,1
RpS2,RpS23,1
RpS2,RpS25,1
RpS2,RpS27,1
RpS2,RpS27A,1
RpS2,RpS3,1
RpS2,RpS3A,1
RpS2,RpS8,1
RpS2,RpS9,1
RpS2,eEF1alpha1,1
RpS2,sta,1
RpS20,RpS21,1
RpS20,RpS23,1
RpS20,RpS24,1
RpS20,RpS25,1
RpS20,RpS26,1
RpS20,RpS27,1
RpS20,RpS27A,1
RpS20,RpS28b,1
RpS20,RpS29,1
RpS20,RpS3,1
RpS20,RpS30,1
RpS20,RpS3A,1
RpS20,RpS5a,1
RpS20,RpS7,1
RpS20,RpS8,1
RpS20,RpS9,1
RpS20,sta,1
RpS21,RpS23,1
RpS21,RpS24,1
RpS21,RpS25,1
RpS21,RpS26,1
RpS21,RpS27,1
RpS21,RpS27A,1
RpS21,RpS28b,1
RpS21,RpS29,1
RpS21,RpS3,1
RpS21,RpS30,1
RpS21,RpS3A,1
RpS21,RpS4,1
RpS21,RpS7,1
RpS21,RpS8,1
RpS21,eEF5,1
RpS21,sta,1
RpS23,RpS24,1
RpS23,RpS25,1
RpS23,RpS26,1
RpS23,RpS27,1
RpS23,RpS27A,1
RpS23,RpS28b,1
RpS23,RpS29,1
RpS23,RpS3,1
RpS23,RpS30,1
RpS23,RpS4,1
RpS23,RpS7,1
RpS23,RpS8,1
RpS23,eEF1alpha1,1
RpS23,eEF5,1
RpS23,sta,1
RpS24,RpS26,1
RpS24,RpS27A,1
RpS24,RpS7,1
RpS24,RpS8,1
RpS24,blw,1
RpS24,eEF5,1
RpS25,RpS26,1
RpS25,RpS27,1
RpS25,RpS27A,1
RpS25,RpS28b,1
RpS25,RpS29,1
RpS25,RpS3,1
RpS25,RpS30,1
RpS25,RpS3A,1
RpS25,RpS4,1
RpS25,RpS7,1
RpS25,RpS8,1
RpS25,RpS9,1
RpS25,eEF1alpha1,1
RpS25,eEF2,1
RpS25,eEF5,1
RpS25,rl,1
RpS25,spen,1
RpS25,sta,1
RpS26,RpS27,1
RpS26,RpS27A,1
RpS26,RpS28b,1
RpS26,RpS29,1
RpS26,RpS3,1
RpS26,RpS30,1
RpS26,RpS3A,1
RpS26,RpS7,1
RpS26,RpS8,1
RpS26,RpS9,1
RpS26,blw,1
RpS26,eEF1alpha1,1
RpS26,eEF5,1
RpS26,sta,1
RpS27,RpS27A,1
RpS27,RpS28b,1
RpS27,RpS29,1
RpS27,RpS3,1
RpS27,RpS30,1
RpS27,RpS3A,1
RpS27,RpS4,1
RpS27,RpS6,1
RpS27,RpS7,1
RpS27,RpS8,1
RpS27,RpS9,1
RpS27,blw,1
RpS27,eEF1alpha1,1
RpS27,eEF2,1
RpS27,eEF5,1
RpS27,eIF4A,1
RpS27,rl,1
RpS27,spen,1
RpS27,sta,1
RpS27A,RpS28b,1
RpS27A,RpS29,1
RpS27A,RpS3,1
RpS27A,RpS30,1
RpS27A,RpS3A,1
