from	to	edge
RpS23	RpS3	1
RpS23	RpS30	1
RpS23	RpS8	1
RpS23	RpS9	1
RpS24	RpS28b	1
RpS24	RpS29	1
RpS24	RpS3	1
RpS24	RpS30	1
RpS24	RpS5a	1
RpS24	RpS8	1
RpS24	RpS9	1
RpS24	sta	1
RpS24	CG3793	1
RpS24	Sap47	1
RpS24	Vha16-1	1
RpS25	RpS26	1
RpS26	RpS28b	1
RpS26	RpS29	1
RpS26	RpS30	1
RpS26	RpS8	1
RpS26	RpS9	1
RpS27A	RpS28b	1
RpS27A	RpS29	1
RpS27A	RpS4	1
RpS27A	RpS9	1
RpS28b	RpS29	1
RpS28b	RpS3	1
RpS28b	RpS30	1
RpS28b	RpS3A	1
RpS28b	RpS4	1
RpS28b	RpS5a	1
RpS28b	RpS6	1
RpS28b	RpS8	1
RpS28b	RpS9	1
RpS28b	sta	1
RpS28b	Tctp	1
RpS29	RpS3	1
RpS29	RpS30	1
RpS29	RpS4	1
RpS29	RpS5a	1
RpS29	RpS6	1
RpS29	RpS8	1
RpS29	RpS9	1
RpS29	sta	1
RpS29	Tctp	1
RpS3	RpS30	1
RpS3	RpS4	1
RpS3	RpS6	1
RpS3	RpS8	1
RpS3	RpS9	1
RpS30	RpS4	1
RpS30	RpS6	1
RpS30	RpS8	1
RpS30	RpS9	1
RpS4	RpS8	1
RpS4	RpS9	1
RpS4	sta	1
RpS5a	RpS8	1
RpS5a	sta	1
RpS6	RpS8	1
RpS6	RpS9	1
RpS6	sta	1
RpS8	RpS9	1
RpS8	sta	1
Argk1	ATPsynB	1
Argk1	sesB	1
ATPsynB	levy	1
ATPsynB	Mpcp2	1
ATPsynB	sesB	1
ATPsynC	ATPsynCF6	1
ATPsynC	ATPsynD	1
ATPsynC	ATPsyndelta	1
ATPsynC	ATPsynE	1
ATPsynC	ATPsynF	1
ATPsynC	ATPsynG	1
ATPsynC	ATPsyngamma	1
ATPsynC	ATPsynO	1
ATPsynC	blw	1
ATPsynC	Cchl	1
ATPsynC	CG31808	1
ATPsynC	CG6329	1
ATPsynC	CG7430	1
ATPsynC	CG7630	1
ATPsynC	COX4	1
ATPsynC	COX5A	1
ATPsynC	COX5B	1
ATPsynC	COX6B	1
ATPsynC	COX7A	1
ATPsynC	COX7C	1
ATPsynC	COX8	1
ATPsynC	cype	1
ATPsynC	Cyt-c-p	1
ATPsynC	Gapdh1	1
ATPsynC	Gpdh1	1
ATPsynC	Idh3a	1
ATPsynC	levy	1
ATPsynC	ND-15	1
ATPsynC	ND-19	1
ATPsynC	ND-42	1
ATPsynC	ND-ACP	1
ATPsynC	ND-ASHI	1
ATPsynC	ND-B14.5A	1
ATPsynC	ND-B17.2	1
ATPsynC	NP15.6	1
ATPsynC	nrv3	1
ATPsynC	Pgk	1
ATPsynC	porin	1
ATPsynC	RFeSP	1
ATPsynC	roh	1
ATPsynC	Scsalpha1	1
ATPsynC	SdhD	1
ATPsynC	sesB	1
ATPsynC	Tsp42Ej	1
ATPsynC	UQCR-14	1
ATPsynC	UQCR-C1	1
ATPsynC	UQCR-C2	1
ATPsynC	UQCR-Q	1
ATPsynC	Eno	1
ATPsynCF6	ATPsynD	1
ATPsynCF6	ATPsynE	1
ATPsynCF6	ATPsynF	1
ATPsynCF6	ATPsynG	1
ATPsynCF6	ATPsyngamma	1
ATPsynCF6	ATPsynO	1
ATPsynCF6	blw	1
ATPsynCF6	CG7630	1
ATPsynCF6	COX4	1
ATPsynCF6	COX5A	1
ATPsynCF6	COX5B	1
ATPsynCF6	COX6B	1
ATPsynCF6	COX7A	1
ATPsynCF6	COX7C	1
ATPsynCF6	COX8	1
ATPsynCF6	levy	1
ATPsynCF6	ND-15	1
ATPsynCF6	ND-B14.5B	1
ATPsynCF6	ND-B17.2	1
ATPsynCF6	ND-B22	1
ATPsynCF6	RFeSP	1
ATPsynCF6	roh	1
ATPsynCF6	sesB	1
ATPsynCF6	UQCR-14	1
ATPsynCF6	UQCR-C2	1
ATPsynCF6	UQCR-Q	1
ATPsynD	ATPsyndelta	1
ATPsynD	ATPsynE	1
ATPsynD	ATPsynF	1
ATPsynD	ATPsynG	1
ATPsynD	ATPsyngamma	1
ATPsynD	ATPsynO	1
ATPsynD	blw	1
ATPsynD	Cchl	1
ATPsynD	CG31808	1
ATPsynD	CG32278	1
ATPsynD	CG6329	1
ATPsynD	CG7430	1
ATPsynD	CG7630	1
ATPsynD	Cisd2	1
ATPsynD	COX4	1
ATPsynD	COX5A	1
ATPsynD	COX5B	1
ATPsynD	COX6B	1
ATPsynD	COX7A	1
ATPsynD	COX7C	1
ATPsynD	Cyt-c-p	1
ATPsynD	Gapdh1	1
ATPsynD	Gpdh1	1
ATPsynD	Idh3a	1
ATPsynD	levy	1
ATPsynD	ND-13B	1
ATPsynD	ND-15	1
ATPsynD	ND-19	1
ATPsynD	ND-42	1
ATPsynD	ND-ACP	1
ATPsynD	ND-B14	1
ATPsynD	ND-B15	1
ATPsynD	ND-B17.2	1
ATPsynD	ND-B18	1
ATPsynD	NP15.6	1
ATPsynD	nrv3	1
ATPsynD	Pgk	1
ATPsynD	porin	1
ATPsynD	QIL1	1
ATPsynD	RFeSP	1
ATPsynD	roh	1
ATPsynD	SdhD	1
ATPsynD	sesB	1
ATPsynD	Tom20	1
ATPsynD	Tpi	1
ATPsynD	Tsp42Ej	1
ATPsynD	UQCR-14	1
ATPsynD	UQCR-C2	1
ATPsynD	UQCR-Q	1
ATPsynD	Eno	1
ATPsynD	Gapdh2	1
ATPsynD	Pglym78	1
ATPsynD	PyK	1
ATPsynD	veli	1
ATPsynD	Vha13	1
ATPsynD	Vha14-1	1
ATPsyndelta	ATPsynE	1
ATPsyndelta	ATPsynF	1
ATPsyndelta	ATPsynG	1
ATPsyndelta	ATPsyngamma	1
ATPsyndelta	ATPsynO	1
ATPsyndelta	blw	1
ATPsyndelta	CG7630	1
ATPsyndelta	COX4	1
ATPsyndelta	COX5A	1
ATPsyndelta	COX5B	1
ATPsyndelta	COX6B	1
ATPsyndelta	COX7A	1
ATPsyndelta	COX7C	1
ATPsyndelta	COX8	1
ATPsyndelta	Cyt-c-p	1
ATPsyndelta	levy	1
ATPsyndelta	ND-19	1
ATPsyndelta	ND-ACP	1
ATPsyndelta	ND-B14	1
ATPsyndelta	ND-B17.2	1
ATPsyndelta	porin	1
ATPsyndelta	RFeSP	1
ATPsyndelta	sesB	1
ATPsyndelta	UQCR-14	1
ATPsyndelta	UQCR-C1	1
ATPsyndelta	UQCR-C2	1
ATPsynE	ATPsynF	1
ATPsynE	ATPsyngamma	1
ATPsynE	ATPsynO	1
ATPsynE	blw	1
ATPsynE	CG7630	1
ATPsynE	COX4	1
ATPsynE	COX5A	1
ATPsynE	COX5B	1
ATPsynE	COX6B	1
ATPsynE	COX7A	1
ATPsynE	COX7C	1
ATPsynE	Cyt-c-p	1
ATPsynE	Gapdh1	1
ATPsynE	Idh3a	1
ATPsynE	levy	1
ATPsynE	ND-19	1
ATPsynE	ND-ACP	1
ATPsynE	ND-B14	1
ATPsynE	ND-PDSW	1
ATPsynE	nrv3	1
ATPsynE	porin	1
ATPsynE	RFeSP	1
ATPsynE	sesB	1
ATPsynE	UQCR-Q	1
ATPsynF	ATPsynG	1
ATPsynF	ATPsyngamma	1
ATPsynF	ATPsynO	1
ATPsynF	blw	1
ATPsynF	CG11752	1
ATPsynF	CG7430	1
ATPsynF	CG7630	1
ATPsynF	Cisd2	1
ATPsynF	COX4	1
ATPsynF	COX5A	1
ATPsynF	COX5B	1
ATPsynF	COX6B	1
ATPsynF	COX7A	1
ATPsynF	COX7C	1
ATPsynF	COX8	1
ATPsynF	cype	1
ATPsynF	Cyt-c-p	1
ATPsynF	levy	1
ATPsynF	ND-15	1
ATPsynF	ND-19	1
ATPsynF	ND-42	1
ATPsynF	ND-ACP	1
ATPsynF	ND-ASHI	1
ATPsynF	ND-B14	1
ATPsynF	ND-B14.5B	1
ATPsynF	ND-B17.2	1
ATPsynF	ND-B22	1
ATPsynF	ND-PDSW	1
ATPsynF	Neb-cGP	1
ATPsynF	NP15.6	1
ATPsynF	porin	1
ATPsynF	RFeSP	1
ATPsynF	roh	1
ATPsynF	SdhD	1
ATPsynF	sesB	1
ATPsynF	UQCR-14	1
ATPsynF	UQCR-C2	1
ATPsynF	UQCR-Q	1
ATPsynG	ATPsyngamma	1
ATPsynG	ATPsynO	1
ATPsynG	blw	1
ATPsynG	CG11752	1
ATPsynG	CG7630	1
ATPsynG	COX4	1
ATPsynG	COX5A	1
ATPsynG	COX5B	1
ATPsynG	COX6B	1
ATPsynG	COX7A	1
ATPsynG	COX7C	1
ATPsynG	COX8	1
ATPsynG	cype	1
ATPsynG	levy	1
ATPsynG	ND-15	1
ATPsynG	ND-19	1
ATPsynG	ND-ACP	1
ATPsynG	ND-B14	1
ATPsynG	ND-B14.5A	1
ATPsynG	ND-B14.5B	1
ATPsynG	ND-B17.2	1
ATPsynG	ND-MLRQ	1
ATPsynG	Neb-cGP	1
ATPsynG	porin	1
ATPsynG	RFeSP	1
ATPsynG	roh	1
ATPsynG	SdhD	1
ATPsynG	sesB	1
ATPsynG	UQCR-14	1
ATPsynG	UQCR-6.4	1
ATPsynG	UQCR-Q	1
ATPsyngamma	ATPsynO	1
ATPsyngamma	blw	1
ATPsyngamma	Cchl	1
ATPsyngamma	COX4	1
ATPsyngamma	COX5A	1
ATPsyngamma	COX5B	1
ATPsyngamma	COX6B	1
ATPsyngamma	COX7A	1
ATPsyngamma	COX7C	1
ATPsyngamma	Idh3a	1
ATPsyngamma	levy	1
ATPsyngamma	ND-15	1
ATPsyngamma	ND-ACP	1
ATPsyngamma	ND-B17.2	1
ATPsyngamma	ND-PDSW	1
ATPsyngamma	porin	1
ATPsyngamma	RFeSP	1
ATPsyngamma	SdhD	1
ATPsyngamma	sesB	1
ATPsyngamma	UQCR-14	1
ATPsyngamma	UQCR-C2	1
ATPsynO	blw	1
ATPsynO	CG11752	1
ATPsynO	CG32278	1
ATPsynO	CG6329	1
ATPsynO	CG7430	1
ATPsynO	CG7630	1
ATPsynO	Cisd2	1
ATPsynO	COX4	1
ATPsynO	COX5A	1
ATPsynO	COX5B	1
ATPsynO	COX6B	1
ATPsynO	COX7A	1
ATPsynO	COX7C	1
ATPsynO	COX8	1
ATPsynO	cype	1
ATPsynO	Cyt-c-p	1
ATPsynO	Gapdh1	1
ATPsynO	Idh3a	1
ATPsynO	levy	1
ATPsynO	ND-13B	1
ATPsynO	ND-15	1
ATPsynO	ND-18	1
ATPsynO	ND-19	1
ATPsynO	ND-42	1
ATPsynO	ND-ACP	1
ATPsynO	ND-ASHI	1
ATPsynO	ND-B14	1
ATPsynO	ND-B15	1
ATPsynO	ND-B17.2	1
ATPsynO	ND-B18	1
ATPsynO	ND-B22	1
ATPsynO	NP15.6	1
ATPsynO	nrv3	1
ATPsynO	Pgk	1
ATPsynO	porin	1
ATPsynO	QIL1	1
ATPsynO	RFeSP	1
ATPsynO	roh	1
ATPsynO	Scsalpha1	1
ATPsynO	SdhD	1
ATPsynO	sesB	1
ATPsynO	Tpi	1
ATPsynO	Tsp42Ej	1
ATPsynO	UQCR-14	1
ATPsynO	UQCR-C1	1
ATPsynO	UQCR-C2	1
ATPsynO	UQCR-Q	1
ATPsynO	Pglym78	1
ATPsynO	PyK	1
ATPsynO	Vha13	1
blw	CG6329	1
blw	CG7630	1
blw	COX4	1
blw	COX5A	1
blw	COX5B	1
blw	COX6B	1
blw	COX7A	1
blw	Idh3a	1
blw	levy	1
blw	ND-15	1
blw	ND-19	1
blw	ND-30	1
blw	ND-ACP	1
blw	ND-B17.2	1
blw	ND-B22	1
blw	porin	1
blw	RFeSP	1
blw	SdhD	1
blw	sesB	1
blw	UQCR-14	1
blw	UQCR-C1	1
blw	UQCR-C2	1
Cchl	CG31808	1
Cchl	COX5A	1
Cchl	porin	1
CG11267	COX4	1
CG11267	sesB	1
CG11752	COX4	1
CG11752	COX5A	1
CG11752	COX5B	1
CG11752	COX6B	1
CG11752	COX7A	1
CG11752	COX7C	1
CG11752	COX8	1
CG11752	levy	1
CG11752	ND-19	1
CG11752	ND-ASHI	1
CG11752	ND-B14	1
CG11752	ND-B14.5B	1
CG11752	Neb-cGP	1
CG11752	porin	1
CG11752	RFeSP	1
CG11752	roh	1
CG11752	sesB	1
CG11752	UQCR-Q	1
CG14757	levy	1
Ypel	CG6329	1
Ypel	Gapdh1	1
Ypel	nrv3	1
CG31808	CG6329	1
CG31808	Cyt-c-p	1
CG31808	Gapdh1	1
CG31808	Gpdh1	1
CG31808	Idh3a	1
CG31808	nrv3	1
CG31808	Pgk	1
CG31808	porin	1
CG31808	sesB	1
CG31808	Tpi	1
CG31808	CG3662	1
CG31808	CG7781	1
CG31808	Eno	1
CG31808	Pglym78	1
CG31808	shi	1
CG31808	Vha13	1
CG31808	Vha14-1	1
CG31808	Vha16-1	1
CG32278	Gapdh1	1
CG44242	UQCR-Q	1
Mic26-27	sesB	1
CG6329	COX6B	1
CG6329	Cyt-c-p	1
CG6329	Gapdh1	1
CG6329	Gpdh1	1
CG6329	Idh3a	1
CG6329	nrv3	1
CG6329	Pgk	1
CG6329	porin	1
CG6329	RFeSP	1
CG6329	sesB	1
CG6329	Tpi	1
CG6329	Tsp42Ej	1
CG6329	CG7781	1
CG6329	Eno	1
CG6329	Sap47	1
CG6329	shi	1
CG6329	Vha14-1	1
CG6329	Vha16-1	1
CG6329	Vha68-1	1
CG7430	COX5A	1
CG7430	COX5B	1
CG7430	COX6B	1
CG7430	COX7A	1
CG7430	Cyt-c-p	1
CG7430	Gapdh1	1
CG7430	nrv3	1
CG7430	porin	1
CG7430	RFeSP	1
CG7430	sesB	1
CG7630	COX4	1
CG7630	COX5A	1
CG7630	COX5B	1
CG7630	COX6B	1
CG7630	COX7A	1
CG7630	COX7C	1
CG7630	COX8	1
CG7630	cype	1
CG7630	Cyt-c-p	1
CG7630	levy	1
CG7630	ND-ACP	1
CG7630	ND-B14	1
CG7630	ND-B14.5B	1
CG7630	ND-B15	1
CG7630	ND-B17.2	1
CG7630	ND-MLRQ	1
CG7630	ND-MWFE	1
CG7630	Neb-cGP	1
CG7630	ox	1
CG7630	porin	1
CG7630	RFeSP	1
CG7630	roh	1
CG7630	sesB	1
CG7630	UQCR-11	1
CG7630	UQCR-14	1
CG7630	UQCR-6.4	1
CG7630	UQCR-C1	1
CG7630	UQCR-C2	1
CG7630	UQCR-Q	1
Cisd2	COX4	1
Cisd2	COX5B	1
Cisd2	COX7A	1
Cisd2	Gapdh1	1
Cisd2	levy	1
Cisd2	NP15.6	1
Cisd2	porin	1
Cisd2	RFeSP	1
Cisd2	sesB	1
Cisd2	UQCR-14	1
COX4	COX5A	1
COX4	COX5B	1
COX4	COX6B	1
COX4	COX7A	1
COX4	COX7C	1
COX4	COX8	1
COX4	cype	1
COX4	levy	1
COX4	Mpcp2	1
COX4	ND-15	1
COX4	ND-19	1
COX4	ND-20	1
COX4	ND-42	1
COX4	ND-ACP	1
COX4	ND-ASHI	1
COX4	ND-B14.5B	1
COX4	ND-B17	1
COX4	ND-B17.2	1
COX4	ND-PDSW	1
COX4	Neb-cGP	1
COX4	porin	1
COX4	RFeSP	1
COX4	roh	1
COX4	SdhD	1
COX4	sesB	1
COX4	UQCR-14	1
COX4	UQCR-C2	1
COX4	UQCR-Q	1
COX5A	COX5B	1
COX5A	COX6B	1
COX5A	COX7A	1
COX5A	COX7C	1
COX5A	COX8	1
COX5A	cype	1
COX5A	Cyt-c-p	1
COX5A	Gapdh1	1
COX5A	Idh3a	1
COX5A	levy	1
COX5A	ND-13B	1
COX5A	ND-15	1
COX5A	ND-18	1
COX5A	ND-19	1
COX5A	ND-24	1
COX5A	ND-42	1
COX5A	ND-ACP	1
COX5A	ND-ASHI	1
COX5A	ND-B14	1
COX5A	ND-B15	1
COX5A	ND-B17.2	1
COX5A	ND-B22	1
COX5A	ND-PDSW	1
COX5A	Neb-cGP	1
COX5A	NP15.6	1
COX5A	nrv3	1
COX5A	porin	1
COX5A	RFeSP	1
COX5A	roh	1
COX5A	SdhD	1
COX5A	sesB	1
COX5A	UQCR-11	1
COX5A	UQCR-14	1
COX5A	UQCR-C2	1
COX5A	UQCR-Q	1
COX5B	COX6B	1
COX5B	COX7A	1
COX5B	COX7C	1
COX5B	COX8	1
COX5B	cype	1
COX5B	Cyt-c-p	1
COX5B	Gapdh1	1
COX5B	levy	1
COX5B	ND-15	1
COX5B	ND-19	1
COX5B	ND-ACP	1
COX5B	ND-ASHI	1
COX5B	ND-B14	1
COX5B	ND-B15	1
COX5B	ND-B17.2	1
COX5B	ND-PDSW	1
COX5B	Neb-cGP	1
COX5B	NP15.6	1
COX5B	nrv3	1
COX5B	porin	1
COX5B	RFeSP	1
COX5B	roh	1
COX5B	sesB	1
COX5B	UQCR-11	1
COX5B	UQCR-14	1
COX5B	UQCR-C2	1
COX5B	UQCR-Q	1
COX6B	COX7A	1
COX6B	COX7C	1
COX6B	COX8	1
COX6B	cype	1
COX6B	Cyt-c-p	1
COX6B	Idh3a	1
COX6B	levy	1
COX6B	ND-13B	1
COX6B	ND-15	1
COX6B	ND-19	1
COX6B	ND-24	1
COX6B	ND-42	1
COX6B	ND-ACP	1
COX6B	ND-ASHI	1
COX6B	ND-B14	1
COX6B	ND-B14.5A	1
COX6B	ND-B15	1
COX6B	ND-B17.2	1
COX6B	ND-PDSW	1
COX6B	Neb-cGP	1
COX6B	NP15.6	1
COX6B	nrv3	1
COX6B	porin	1
COX6B	RFeSP	1
COX6B	roh	1
COX6B	SdhD	1
COX6B	sesB	1
COX6B	UQCR-11	1
COX6B	UQCR-14	1
COX6B	UQCR-C2	1
COX6B	UQCR-Q	1
COX7A	COX7C	1
COX7A	COX8	1
COX7A	cype	1
COX7A	Cyt-c-p	1
COX7A	levy	1
COX7A	ND-15	1
COX7A	ND-19	1
COX7A	ND-30	1
COX7A	ND-ACP	1
COX7A	ND-ASHI	1
COX7A	ND-B14	1
COX7A	ND-B17.2	1
COX7A	ND-PDSW	1
COX7A	Neb-cGP	1
COX7A	porin	1
COX7A	RFeSP	1
COX7A	roh	1
COX7A	SdhD	1
COX7A	sesB	1
COX7A	UQCR-14	1
COX7A	UQCR-C1	1
COX7A	UQCR-C2	1
COX7A	UQCR-Q	1
COX7C	COX8	1
COX7C	cype	1
COX7C	Cyt-c-p	1
COX7C	levy	1
COX7C	ND-19	1
COX7C	ND-B14	1
COX7C	ND-B14.5B	1
COX7C	ND-B15	1
COX7C	ND-B17.2	1
COX7C	ND-MLRQ	1
COX7C	Neb-cGP	1
COX7C	RFeSP	1
COX7C	roh	1
COX7C	sesB	1
COX7C	UQCR-14	1
COX7C	UQCR-Q	1
COX8	cype	1
COX8	levy	1
COX8	ND-19	1
COX8	ND-B14.5B	1
COX8	ND-B17.2	1
COX8	ND-MLRQ	1
COX8	Neb-cGP	1
COX8	RFeSP	1
COX8	roh	1
COX8	UQCR-11	1
COX8	UQCR-14	1
COX8	UQCR-6.4	1
COX8	UQCR-Q	1
cype	levy	1
cype	ND-ACP	1
cype	ND-MLRQ	1
cype	Neb-cGP	1
cype	roh	1
cype	UQCR-14	1
cype	UQCR-6.4	1
cype	UQCR-Q	1
Cyt-c-p	Gapdh1	1
Cyt-c-p	Gpdh1	1
Cyt-c-p	Pdha	1
Cyt-c-p	levy	1
Cyt-c-p	ND-15	1
Cyt-c-p	ND-ACP	1
Cyt-c-p	ND-B18	1
Cyt-c-p	NP15.6	1
Cyt-c-p	nrv3	1
Cyt-c-p	Pgk	1
Cyt-c-p	porin	1
Cyt-c-p	RFeSP	1
Cyt-c-p	roh	1
Cyt-c-p	Scsalpha1	1
Cyt-c-p	sesB	1
Cyt-c-p	Tpi	1
Cyt-c-p	Tsp42Ej	1
Cyt-c-p	UQCR-11	1
Cyt-c-p	UQCR-14	1
Cyt-c-p	UQCR-Q	1
Cyt-c-p	Eno	1
Cyt-c-p	Gapdh2	1
Cyt-c-p	Pglym78	1
Cyt-c-p	PyK	1
Cyt-c-p	Vha13	1
Cyt-c-p	Vha14-1	1
Gapdh1	Gpdh1	1
Gapdh1	Idh3a	1
Gapdh1	ND-B18	1
Gapdh1	NP15.6	1
Gapdh1	nrv3	1
Gapdh1	Pgk	1
Gapdh1	porin	1
Gapdh1	Tpi	1
Gapdh1	Tsp42Ej	1
Gapdh1	CG3662	1
Gapdh1	CG3793	1
Gapdh1	CG7781	1
Gapdh1	Eno	1
Gapdh1	Gapdh2	1
Gapdh1	Glut4EF	1
Gapdh1	Pgi	1
Gapdh1	Pglym78	1
Gapdh1	PyK	1
Gapdh1	Vha13	1
Gapdh1	Vha14-1	1
Gapdh1	Vha16-1	1
Gapdh1	Vha36-1	1
Idh3a	Pgk	1
Idh3a	porin	1
Idh3a	QIL1	1
Idh3a	RFeSP	1
Idh3a	Tsp42Ej	1
Idh3a	UQCR-C1	1
Pdha	sesB	1
levy	ND-15	1
levy	ND-19	1
levy	ND-24	1
levy	ND-ACP	1
levy	ND-ASHI	1
levy	ND-B14	1
levy	ND-B14.5B	1
levy	ND-B17.2	1
levy	ND-B22	1
levy	ND-MLRQ	1
levy	ND-PDSW	1
levy	Neb-cGP	1
levy	porin	1
levy	RFeSP	1
levy	roh	1
levy	sesB	1
levy	UQCR-14	1
levy	UQCR-C2	1
levy	UQCR-Q	1
Mpcp2	sesB	1
ND-15	porin	1
ND-15	RFeSP	1
ND-15	sesB	1
ND-19	ND-42	1
ND-19	ND-ACP	1
ND-19	ND-B17.2	1
ND-19	ND-PDSW	1
ND-19	RFeSP	1
ND-19	roh	1
ND-19	sesB	1
ND-19	UQCR-14	1
ND-19	UQCR-Q	1
ND-24	RFeSP	1
ND-24	sesB	1
ND-30	sesB	1
ND-42	ND-ACP	1
ND-42	sesB	1
ND-49	sesB	1
ND-ACP	porin	1
ND-ACP	RFeSP	1
ND-ACP	SdhD	1
ND-ACP	sesB	1
ND-ACP	UQCR-14	1
ND-ACP	UQCR-C2	1
ND-ASHI	RFeSP	1
ND-ASHI	UQCR-14	1
ND-B14	RFeSP	1
ND-B14	UQCR-14	1
ND-B14.5A	sesB	1
ND-B14.5B	RFeSP	1
ND-B14.5B	sesB	1
ND-B14.5B	UQCR-14	1
ND-B15	UQCR-14	1
ND-B17.2	ND-B22	1
ND-B17.2	porin	1
ND-B17.2	RFeSP	1
ND-B17.2	sesB	1
ND-B17.2	UQCR-14	1
ND-B17.2	UQCR-Q	1
ND-B18	NP15.6	1
ND-B18	Eno	1
ND-MLRQ	Neb-cGP	1
Neb-cGP	UQCR-14	1
Neb-cGP	UQCR-6.4	1
Neb-cGP	UQCR-Q	1
NP15.6	Pgk	1
NP15.6	porin	1
NP15.6	Tpi	1
NP15.6	Tsp42Ej	1
NP15.6	Eno	1
nrv3	Pgk	1
nrv3	porin	1
nrv3	RFeSP	1
nrv3	sesB	1
nrv3	Tpi	1
nrv3	Tsp42Ej	1
nrv3	CG3662	1
nrv3	CG7781	1
nrv3	Eno	1
nrv3	Sap47	1
nrv3	shi	1
nrv3	Vha14-1	1
nrv3	Vha16-1	1
Pgk	porin	1
Pgk	Tpi	1
Pgk	Tsp42Ej	1
Pgk	Eno	1
Pgk	Gapdh2	1
Pgk	Pglym78	1
Pgk	PyK	1
Pgk	Vha13	1
Pgk	Vha14-1	1
porin	QIL1	1
porin	RFeSP	1
porin	roh	1
porin	Scsalpha1	1
porin	sesB	1
porin	Tpi	1
porin	Tsp42Ej	1
porin	UQCR-14	1
porin	UQCR-C2	1
porin	Eno	1
porin	Gapdh2	1
porin	Pglym78	1
porin	PyK	1
porin	Vha13	1
porin	Vha16-1	1
RFeSP	roh	1
RFeSP	SdhD	1
RFeSP	sesB	1
RFeSP	Tsp42Ej	1
RFeSP	UQCR-14	1
RFeSP	UQCR-C1	1
RFeSP	UQCR-C2	1
RFeSP	UQCR-Q	1
roh	sesB	1
roh	UQCR-Q	1
Scsalpha1	sesB	1
SdhD	sesB	1
SdhD	UQCR-14	1
sesB	UQCR-14	1
sesB	UQCR-C1	1
sesB	UQCR-C2	1
sesB	UQCR-Q	1
Tpi	Tsp42Ej	1
Tpi	Eno	1
Tpi	Gapdh2	1
Tpi	Pglym78	1
Tpi	PyK	1
Tpi	Vha13	1
Tpi	Vha14-1	1
Tsp42Ej	Eno	1
UQCR-11	UQCR-Q	1
UQCR-14	UQCR-Q	1
AP-2sigma	Vha13	1
AP-2sigma	Vha36-1	1
Atg8a	Vha14-1	1
CaMKII	CG3662	1
CaMKII	Vha16-1	1
CG3662	CG3793	1
CG3662	Eno	1
CG3662	Glut4EF	1
CG3662	Sap47	1
CG3662	Vha13	1
CG3662	Vha14-1	1
CG3662	Vha16-1	1
CG3662	Vha36-1	1
CG3662	Vha68-1	1
CG3793	Gapdh2	1
CG3793	Glut4EF	1
CG3793	Vha13	1
CG3793	Vha14-1	1
CG3793	Vha16-1	1
CG3793	Vha36-1	1
CG7407	Vha36-1	1
CG7781	PyK	1
CG7781	Vha14-1	1
Eno	Gapdh2	1
Eno	Pglym78	1
Eno	PyK	1
Eno	shi	1
Eno	Vha13	1
Eno	Vha14-1	1
Eno	Vha36-1	1
Eno	Vha68-1	1
Fis1	Vha13	1
gammaSnap1	Vha13	1
gammaSnap1	Vha36-1	1
Gapdh2	Pgi	1
Gapdh2	Pglym78	1
Gapdh2	PyK	1
Gapdh2	Vha13	1
Gapdh2	Vha14-1	1
Gapdh2	Vha36-1	1
Gbeta5	Vha36-1	1
Glut4EF	lola	1
Glut4EF	Pgi	1
Glut4EF	veli	1
Glut4EF	Vha13	1
Glut4EF	Vha14-1	1
Glut4EF	Vha36-1	1
nSyb	Vha16-1	1
Pglym78	PyK	1
Pglym78	Vha13	1
Pglym78	Vha14-1	1
PyK	Vha13	1
PyK	Vha14-1	1
PyK	Vha36-1	1
RNASEK	Vha13	1
RNASEK	Vha14-1	1
RNASEK	Vha36-1	1
Sap47	Vha16-1	1
Sap47	Vha68-1	1
shi	Vha13	1
shi	Vha16-1	1
shi	Vha68-1	1
veli	Vha13	1
veli	Vha14-1	1
veli	Vha36-1	1
Vha13	Vha14-1	1
Vha13	Vha16-1	1
Vha13	Vha36-1	1
Vha13	Vha44	1
Vha13	Vha68-1	1
Vha13	VhaAC39-1	1
Vha14-1	Vha16-1	1
Vha14-1	Vha36-1	1
Vha14-1	Vha68-1	1
Vha16-1	Vha36-1	1
Vha16-1	Vha68-1	1
Vha36-1	Vha68-1	1
