from	to	edge
RpL21	RpL7A	1
RpL21	RpL8	1
RpL21	RpL9	1
RpL21	RpLP1	1
RpL21	RpS10b	1
RpL21	RpS11	1
RpL21	RpS12	1
RpL21	RpS14a	1
RpL21	RpS14b	1
RpL21	RpS15	1
RpL21	RpS15Aa	1
RpL21	RpS16	1
RpL21	RpS17	1
RpL21	RpS19a	1
RpL21	RpS2	1
RpL21	RpS20	1
RpL21	RpS21	1
RpL21	RpS23	1
RpL21	RpS24	1
RpL21	RpS26	1
RpL21	RpS28b	1
RpL21	RpS29	1
RpL21	RpS3	1
RpL21	RpS30	1
RpL21	RpS3A	1
RpL21	RpS4	1
RpL21	RpS5a	1
RpL21	RpS6	1
RpL21	RpS8	1
RpL21	RpS9	1
RpL21	sta	1
RpL22	RpL23A	1
RpL22	RpL31	1
RpL22	RpL32	1
RpL22	RpL35	1
RpL22	RpS10b	1
RpL22	RpS12	1
RpL22	RpS15	1
RpL22	RpS21	1
RpL22	RpS29	1
RpL22	RpS8	1
RpL23A	RpL26	1
RpL23A	RpL27	1
RpL23A	RpL27A	1
RpL23A	RpL28	1
RpL23A	RpL3	1
RpL23A	RpL31	1
RpL23A	RpL32	1
RpL23A	RpL35	1
RpL23A	RpL5	1
RpL23A	RpL6	1
RpL23A	RpL7	1
RpL23A	RpL7A	1
RpL23A	RpL8	1
RpL23A	RpL9	1
RpL23A	RpLP0	1
RpL23A	RpLP1	1
RpL23A	RpS10b	1
RpL23A	RpS11	1
RpL23A	RpS12	1
RpL23A	RpS14b	1
RpL23A	RpS15	1
RpL23A	RpS15Aa	1
RpL23A	RpS16	1
RpL23A	RpS19a	1
RpL23A	RpS2	1
RpL23A	RpS20	1
RpL23A	RpS21	1
RpL23A	RpS23	1
RpL23A	RpS24	1
RpL23A	RpS28b	1
RpL23A	RpS29	1
RpL23A	RpS3	1
RpL23A	RpS30	1
RpL23A	RpS4	1
RpL23A	RpS5a	1
RpL23A	RpS6	1
RpL23A	RpS8	1
RpL23A	RpS9	1
RpL23A	sta	1
RpL26	RpL27	1
RpL26	RpL27A	1
RpL26	RpL28	1
RpL26	RpL31	1
RpL26	RpL32	1
RpL26	RpL34b	1
RpL26	RpL35	1
RpL26	RpL36A	1
RpL26	RpL4	1
RpL26	RpL5	1
RpL26	RpL6	1
RpL26	RpL7	1
RpL26	RpL7A	1
RpL26	RpL8	1
RpL26	RpL9	1
RpL26	RpLP1	1
RpL26	RpS10b	1
RpL26	RpS11	1
RpL26	RpS12	1
RpL26	RpS14a	1
RpL26	RpS14b	1
RpL26	RpS15	1
RpL26	RpS15Aa	1
RpL26	RpS16	1
RpL26	RpS17	1
RpL26	RpS19a	1
RpL26	RpS2	1
RpL26	RpS20	1
RpL26	RpS21	1
RpL26	RpS23	1
RpL26	RpS24	1
RpL26	RpS28b	1
RpL26	RpS29	1
RpL26	RpS3	1
RpL26	RpS30	1
RpL26	RpS4	1
RpL26	RpS5a	1
RpL26	RpS6	1
RpL26	RpS8	1
RpL26	RpS9	1
RpL26	sta	1
RpL26	CG3662	1
RpL26	CG3793	1
RpL27	RpL27A	1
RpL27	RpL28	1
RpL27	RpL31	1
RpL27	RpL32	1
RpL27	RpL35A	1
RpL27	RpL4	1
RpL27	RpL6	1
RpL27	RpL7	1
RpL27	RpL7A	1
RpL27	RpL8	1
RpL27	RpL9	1
RpL27	RpLP1	1
RpL27	RpS10b	1
RpL27	RpS11	1
RpL27	RpS12	1
RpL27	RpS14a	1
RpL27	RpS14b	1
RpL27	RpS15	1
RpL27	RpS15Aa	1
RpL27	RpS16	1
RpL27	RpS17	1
RpL27	RpS19a	1
RpL27	RpS2	1
RpL27	RpS21	1
RpL27	RpS23	1
RpL27	RpS24	1
RpL27	RpS26	1
RpL27	RpS28b	1
RpL27	RpS29	1
RpL27	RpS3	1
RpL27	RpS30	1
RpL27	RpS4	1
RpL27	RpS6	1
RpL27	RpS8	1
RpL27	RpS9	1
RpL27	sta	1
RpL27A	RpL28	1
RpL27A	RpL31	1
RpL27A	RpL32	1
RpL27A	RpL35	1
RpL27A	RpL6	1
RpL27A	RpL7	1
RpL27A	RpL7A	1
RpL27A	RpL8	1
RpL27A	RpLP1	1
RpL27A	RpS10b	1
RpL27A	RpS11	1
RpL27A	RpS12	1
RpL27A	RpS15	1
RpL27A	RpS16	1
RpL27A	RpS20	1
RpL27A	RpS21	1
RpL27A	RpS24	1
RpL27A	RpS26	1
RpL27A	RpS28b	1
RpL27A	RpS29	1
RpL27A	RpS8	1
RpL28	RpL31	1
RpL28	RpL32	1
RpL28	RpL35	1
RpL28	RpL6	1
RpL28	RpL7	1
RpL28	RpL7A	1
RpL28	RpL8	1
RpL28	RpS10b	1
RpL28	RpS11	1
RpL28	RpS12	1
RpL28	RpS15	1
RpL28	RpS15Aa	1
RpL28	RpS16	1
RpL28	RpS21	1
RpL28	RpS24	1
RpL28	RpS28b	1
RpL28	RpS29	1
RpL28	RpS30	1
RpL28	RpS4	1
RpL28	RpS6	1
RpL28	RpS8	1
RpL28	RpS9	1
RpL29	RpL31	1
RpL29	RpL32	1
RpL29	RpL35	1
RpL29	RpL39	1
RpL29	RpS12	1
RpL29	RpS15	1
RpL29	RpS21	1
RpL29	RpS27A	1
RpL29	RpS28b	1
RpL29	RpS29	1
RpL29	RpS9	1
RpL3	RpL5	1
RpL3	RpL6	1
RpL3	RpL7	1
RpL3	RpL7A	1
RpL3	RpL8	1
RpL3	RpS10b	1
RpL3	RpS12	1
RpL3	RpS15	1
RpL3	RpS16	1
RpL3	RpS2	1
RpL3	RpS21	1
RpL3	RpS28b	1
RpL3	RpS29	1
RpL3	RpS4	1
RpL3	RpS6	1
RpL3	RpS8	1
RpL3	RpS9	1
RpL3	sta	1
RpL31	RpL32	1
RpL31	RpL35	1
RpL31	RpL4	1
RpL31	RpL5	1
RpL31	RpL6	1
RpL31	RpL7	1
RpL31	RpL7A	1
RpL31	RpL8	1
RpL31	RpL9	1
RpL31	RpLP0	1
RpL31	RpLP1	1
RpL31	RpS10b	1
RpL31	RpS11	1
RpL31	RpS12	1
RpL31	RpS14a	1
RpL31	RpS14b	1
RpL31	RpS15	1
RpL31	RpS15Aa	1
RpL31	RpS16	1
RpL31	RpS19a	1
RpL31	RpS2	1
RpL31	RpS20	1
RpL31	RpS21	1
RpL31	RpS24	1
RpL31	RpS28b	1
RpL31	RpS29	1
RpL31	RpS3	1
RpL31	RpS30	1
RpL31	RpS4	1
RpL31	RpS5a	1
RpL31	RpS6	1
RpL31	RpS8	1
RpL31	RpS9	1
RpL31	sta	1
RpL31	Tctp	1
RpL31	CG3662	1
RpL31	Vha16-1	1
RpL32	RpL35	1
RpL32	RpL35A	1
RpL32	RpL36A	1
RpL32	RpL4	1
RpL32	RpL5	1
RpL32	RpL6	1
RpL32	RpL7	1
RpL32	RpL7A	1
RpL32	RpL8	1
RpL32	RpL9	1
RpL32	RpLP0	1
RpL32	RpLP1	1
RpL32	RpS10b	1
RpL32	RpS11	1
RpL32	RpS12	1
RpL32	RpS14a	1
RpL32	RpS14b	1
RpL32	RpS15	1
RpL32	RpS15Aa	1
RpL32	RpS16	1
RpL32	RpS17	1
RpL32	RpS19a	1
RpL32	RpS2	1
RpL32	RpS20	1
RpL32	RpS21	1
RpL32	RpS23	1
RpL32	RpS24	1
RpL32	RpS26	1
RpL32	RpS28b	1
RpL32	RpS29	1
RpL32	RpS3	1
RpL32	RpS30	1
RpL32	RpS4	1
RpL32	RpS6	1
RpL32	RpS8	1
RpL32	RpS9	1
RpL32	sta	1
RpL32	CaMKII	1
RpL32	CG3793	1
RpL34b	RpL5	1
RpL34b	RpS12	1
RpL34b	RpS14a	1
RpL34b	RpS30	1
RpL34b	RpS9	1
RpL35	RpL36A	1
RpL35	RpL38	1
RpL35	RpL5	1
RpL35	RpL6	1
RpL35	RpL7	1
RpL35	RpL7A	1
RpL35	RpL8	1
RpL35	RpS10b	1
RpL35	RpS11	1
RpL35	RpS12	1
RpL35	RpS14a	1
RpL35	RpS15	1
RpL35	RpS15Aa	1
RpL35	RpS16	1
RpL35	RpS2	1
RpL35	RpS20	1
RpL35	RpS21	1
RpL35	RpS24	1
RpL35	RpS26	1
RpL35	RpS28b	1
RpL35	RpS29	1
RpL35	RpS3	1
RpL35	RpS30	1
RpL35	RpS5a	1
RpL35	RpS6	1
RpL35	RpS8	1
RpL35	RpS9	1
RpL35	sta	1
RpL35A	RpS10b	1
RpL35A	RpS12	1
RpL35A	RpS15	1
RpL35A	RpS29	1
RpL35A	RpS8	1
RpL36A	RpL8	1
RpL36A	RpS12	1
RpL36A	RpS14a	1
RpL36A	RpS15	1
RpL36A	RpS21	1
RpL36A	RpS23	1
RpL36A	RpS26	1
RpL36A	RpS28b	1
RpL36A	RpS29	1
RpL36A	RpS30	1
RpL36A	RpS8	1
RpL39	RpS12	1
RpL39	RpS21	1
RpL39	RpS29	1
RpL4	RpL6	1
RpL4	RpL7	1
RpL4	RpL7A	1
RpL4	RpL8	1
RpL4	RpS10b	1
RpL4	RpS12	1
RpL4	RpS14a	1
RpL4	RpS14b	1
RpL4	RpS15	1
RpL4	RpS15Aa	1
RpL4	RpS16	1
RpL4	RpS17	1
RpL4	RpS2	1
RpL4	RpS21	1
RpL4	RpS28b	1
RpL4	RpS29	1
RpL4	RpS3	1
RpL4	RpS6	1
RpL4	RpS8	1
RpL4	RpS9	1
RpL5	RpL6	1
RpL5	RpL7	1
RpL5	RpL7A	1
RpL5	RpL8	1
RpL5	RpL9	1
RpL5	RpS12	1
RpL5	RpS14a	1
RpL5	RpS15	1
RpL5	RpS15Aa	1
RpL5	RpS16	1
RpL5	RpS17	1
RpL5	RpS2	1
RpL5	RpS21	1
RpL5	RpS26	1
RpL5	RpS28b	1
RpL5	RpS29	1
RpL5	RpS3	1
RpL5	RpS30	1
RpL5	RpS4	1
RpL5	RpS6	1
RpL5	RpS8	1
RpL5	RpS9	1
RpL6	RpL7	1
RpL6	RpL7A	1
RpL6	RpL8	1
RpL6	RpL9	1
RpL6	RpLP0	1
RpL6	RpLP1	1
RpL6	RpS10b	1
RpL6	RpS11	1
RpL6	RpS12	1
RpL6	RpS14a	1
RpL6	RpS15	1
RpL6	RpS15Aa	1
RpL6	RpS16	1
RpL6	RpS19a	1
RpL6	RpS2	1
RpL6	RpS20	1
RpL6	RpS21	1
RpL6	RpS24	1
RpL6	RpS28b	1
RpL6	RpS29	1
RpL6	RpS3	1
RpL6	RpS30	1
RpL6	RpS3A	1
RpL6	RpS4	1
RpL6	RpS5a	1
RpL6	RpS6	1
RpL6	RpS8	1
RpL6	RpS9	1
RpL6	sta	1
RpL7	RpL7A	1
RpL7	RpL8	1
RpL7	RpL9	1
RpL7	RpLP0	1
RpL7	RpLP1	1
RpL7	RpS10b	1
RpL7	RpS11	1
RpL7	RpS12	1
RpL7	RpS14a	1
RpL7	RpS14b	1
RpL7	RpS15	1
RpL7	RpS15Aa	1
RpL7	RpS16	1
RpL7	RpS17	1
RpL7	RpS19a	1
RpL7	RpS2	1
RpL7	RpS20	1
RpL7	RpS21	1
RpL7	RpS24	1
RpL7	RpS28b	1
RpL7	RpS29	1
RpL7	RpS30	1
RpL7	RpS4	1
RpL7	RpS5a	1
RpL7	RpS6	1
RpL7	RpS8	1
RpL7	sta	1
RpL7	CG3662	1
RpL7A	RpL8	1
RpL7A	RpL9	1
RpL7A	RpLP0	1
RpL7A	RpLP1	1
RpL7A	RpS10b	1
RpL7A	RpS11	1
RpL7A	RpS12	1
RpL7A	RpS14a	1
RpL7A	RpS14b	1
RpL7A	RpS15	1
RpL7A	RpS15Aa	1
RpL7A	RpS16	1
RpL7A	RpS17	1
RpL7A	RpS19a	1
RpL7A	RpS2	1
RpL7A	RpS20	1
RpL7A	RpS21	1
RpL7A	RpS23	1
RpL7A	RpS24	1
RpL7A	RpS28b	1
RpL7A	RpS29	1
RpL7A	RpS3	1
RpL7A	RpS30	1
RpL7A	RpS4	1
RpL7A	RpS5a	1
RpL7A	RpS6	1
RpL7A	RpS8	1
RpL7A	RpS9	1
RpL7A	sta	1
RpL7A	Tctp	1
RpL8	RpL9	1
RpL8	RpLP0	1
RpL8	RpLP1	1
RpL8	RpS10b	1
RpL8	RpS11	1
RpL8	RpS12	1
RpL8	RpS14a	1
RpL8	RpS14b	1
RpL8	RpS15	1
RpL8	RpS15Aa	1
RpL8	RpS16	1
RpL8	RpS17	1
RpL8	RpS19a	1
RpL8	RpS2	1
RpL8	RpS20	1
RpL8	RpS21	1
RpL8	RpS24	1
RpL8	RpS28b	1
RpL8	RpS29	1
RpL8	RpS3	1
RpL8	RpS30	1
RpL8	RpS4	1
RpL8	RpS5a	1
RpL8	RpS6	1
RpL8	RpS8	1
RpL8	RpS9	1
RpL8	sta	1
RpL8	CG3662	1
RpL9	RpS10b	1
RpL9	RpS11	1
RpL9	RpS12	1
RpL9	RpS14a	1
RpL9	RpS14b	1
RpL9	RpS15	1
RpL9	RpS15Aa	1
RpL9	RpS16	1
RpL9	RpS17	1
RpL9	RpS21	1
RpL9	RpS23	1
RpL9	RpS28b	1
RpL9	RpS29	1
RpL9	RpS3	1
RpL9	RpS30	1
RpL9	RpS4	1
RpL9	RpS6	1
RpL9	RpS8	1
RpL9	RpS9	1
RpLP0	RpS10b	1
RpLP0	RpS12	1
RpLP0	RpS15	1
RpLP0	RpS2	1
RpLP0	RpS29	1
RpLP0	RpS5a	1
RpLP1	RpS10b	1
RpLP1	RpS11	1
RpLP1	RpS12	1
RpLP1	RpS15	1
RpLP1	RpS15Aa	1
RpLP1	RpS16	1
RpLP1	RpS19a	1
RpLP1	RpS2	1
RpLP1	RpS20	1
RpLP1	RpS21	1
RpLP1	RpS24	1
RpLP1	RpS28b	1
RpLP1	RpS29	1
RpLP1	RpS3	1
RpLP1	RpS30	1
RpLP1	RpS4	1
RpLP1	RpS8	1
RpLP1	sta	1
RpLP2	RpS15	1
RpLP2	RpS29	1
RpS10b	RpS11	1
RpS10b	RpS12	1
RpS10b	RpS14a	1
RpS10b	RpS14b	1
RpS10b	RpS15	1
RpS10b	RpS15Aa	1
RpS10b	RpS16	1
RpS10b	RpS19a	1
RpS10b	RpS2	1
RpS10b	RpS20	1
RpS10b	RpS21	1
RpS10b	RpS23	1
RpS10b	RpS24	1
RpS10b	RpS28b	1
RpS10b	RpS29	1
RpS10b	RpS3	1
RpS10b	RpS30	1
RpS10b	RpS4	1
RpS10b	RpS5a	1
RpS10b	RpS6	1
RpS10b	RpS8	1
RpS10b	RpS9	1
RpS10b	sta	1
RpS10b	Tctp	1
RpS11	RpS12	1
RpS11	RpS14b	1
RpS11	RpS15	1
RpS11	RpS15Aa	1
RpS11	RpS16	1
RpS11	RpS19a	1
RpS11	RpS2	1
RpS11	RpS20	1
RpS11	RpS21	1
RpS11	RpS24	1
RpS11	RpS28b	1
RpS11	RpS29	1
RpS11	RpS3	1
RpS11	RpS30	1
RpS11	RpS4	1
RpS11	RpS5a	1
RpS11	RpS6	1
RpS11	RpS8	1
RpS11	RpS9	1
RpS11	sta	1
RpS12	RpS13	1
RpS12	RpS14a	1
RpS12	RpS14b	1
RpS12	RpS15	1
RpS12	RpS15Aa	1
RpS12	RpS16	1
RpS12	RpS17	1
RpS12	RpS19a	1
RpS12	RpS2	1
RpS12	RpS20	1
RpS12	RpS21	1
RpS12	RpS23	1
RpS12	RpS24	1
RpS12	RpS26	1
RpS12	RpS28b	1
RpS12	RpS29	1
RpS12	RpS3	1
RpS12	RpS30	1
RpS12	RpS3A	1
RpS12	RpS4	1
RpS12	RpS5a	1
RpS12	RpS6	1
RpS12	RpS8	1
RpS12	RpS9	1
RpS12	sta	1
RpS12	Tctp	1
RpS13	RpS15	1
RpS13	RpS16	1
RpS13	RpS8	1
RpS14a	RpS14b	1
RpS14a	RpS15	1
RpS14a	RpS15Aa	1
RpS14a	RpS16	1
RpS14a	RpS17	1
RpS14a	RpS2	1
RpS14a	RpS21	1
RpS14a	RpS23	1
RpS14a	RpS26	1
RpS14a	RpS27A	1
RpS14a	RpS28b	1
RpS14a	RpS29	1
RpS14a	RpS3	1
RpS14a	RpS30	1
RpS14a	RpS4	1
RpS14a	RpS6	1
RpS14a	RpS8	1
RpS14a	RpS9	1
RpS14b	RpS15	1
RpS14b	RpS15Aa	1
RpS14b	RpS16	1
RpS14b	RpS21	1
RpS14b	RpS28b	1
RpS14b	RpS29	1
RpS14b	RpS3	1
RpS14b	RpS30	1
RpS14b	RpS6	1
RpS14b	RpS8	1
RpS15	RpS15Aa	1
RpS15	RpS16	1
RpS15	RpS17	1
RpS15	RpS19a	1
RpS15	RpS2	1
RpS15	RpS20	1
RpS15	RpS21	1
RpS15	RpS23	1
RpS15	RpS24	1
RpS15	RpS26	1
RpS15	RpS28b	1
RpS15	RpS29	1
RpS15	RpS3	1
RpS15	RpS30	1
RpS15	RpS4	1
RpS15	RpS5a	1
RpS15	RpS6	1
RpS15	RpS8	1
RpS15	RpS9	1
RpS15	sta	1
RpS15	CaMKII	1
RpS15	CG3662	1
RpS15Aa	RpS16	1
RpS15Aa	RpS17	1
RpS15Aa	RpS19a	1
RpS15Aa	RpS2	1
RpS15Aa	RpS21	1
RpS15Aa	RpS23	1
RpS15Aa	RpS24	1
RpS15Aa	RpS26	1
RpS15Aa	RpS28b	1
RpS15Aa	RpS29	1
RpS15Aa	RpS3	1
RpS15Aa	RpS30	1
RpS15Aa	RpS4	1
RpS15Aa	RpS5a	1
RpS15Aa	RpS6	1
RpS15Aa	RpS8	1
RpS15Aa	RpS9	1
RpS16	RpS17	1
RpS16	RpS19a	1
RpS16	RpS2	1
RpS16	RpS20	1
RpS16	RpS21	1
RpS16	RpS23	1
RpS16	RpS24	1
RpS16	RpS28b	1
RpS16	RpS29	1
RpS16	RpS3	1
RpS16	RpS30	1
RpS16	RpS5a	1
RpS16	RpS6	1
RpS16	RpS8	1
RpS16	RpS9	1
RpS16	sta	1
RpS16	CaMKII	1
RpS17	RpS19a	1
RpS17	RpS23	1
RpS17	RpS26	1
RpS17	RpS28b	1
RpS17	RpS29	1
RpS17	RpS3	1
RpS17	RpS30	1
RpS17	RpS4	1
RpS17	RpS6	1
RpS17	RpS8	1
RpS17	RpS9	1
RpS19a	RpS2	1
RpS19a	RpS21	1
RpS19a	RpS23	1
RpS19a	RpS24	1
RpS19a	RpS28b	1
RpS19a	RpS29	1
RpS19a	RpS3	1
RpS19a	RpS30	1
RpS19a	RpS6	1
RpS19a	RpS8	1
RpS19a	RpS9	1
RpS2	RpS20	1
RpS2	RpS21	1
RpS2	RpS24	1
RpS2	RpS28b	1
RpS2	RpS29	1
RpS2	RpS3	1
RpS2	RpS30	1
RpS2	RpS4	1
RpS2	RpS5a	1
RpS2	RpS6	1
RpS2	RpS8	1
RpS2	sta	1
RpS20	RpS21	1
RpS20	RpS24	1
RpS20	RpS28b	1
RpS20	RpS29	1
RpS20	RpS5a	1
RpS20	RpS8	1
RpS20	sta	1
RpS21	RpS23	1
RpS21	RpS24	1
RpS21	RpS28b	1
RpS21	RpS29	1
RpS21	RpS3	1
RpS21	RpS30	1
RpS21	RpS5a	1
RpS21	RpS6	1
RpS21	RpS8	1
RpS21	RpS9	1
RpS21	sta	1
RpS21	Tctp	1
RpS23	RpS26	1
RpS23	RpS28b	1
RpS23	RpS29	1
