PPI,Positive_environment_number,SD,H2O2,Hydroxyurea,Doxorubicin,Forskolin,Raffinose,NaCl,Cold_16C,FK506
YKL065C_YGL055W,8,1,1,1,0,1,1,1,1,1
YJR088C_YKL212W,5,1,1,1,0,0,1,1,0,0
YCL025C_YLR110C,6,1,1,1,0,1,1,0,0,1
YLR326W_YKL051W,6,1,1,1,1,1,0,1,0,0
YMR238W_YGR060W,3,1,1,1,0,0,0,0,0,0
YML016C_YEL031W,3,1,1,0,1,0,0,0,0,0
YMR112C_YKR101W,3,1,1,0,1,0,0,0,0,0
YJL153C_YKR097W,4,1,1,1,0,1,0,0,0,0
YCL037C_YDR293C,6,1,1,1,0,1,1,1,0,0
YOR270C_YLR447C,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YMR015C,9,1,1,1,1,1,1,1,1,1
YEL051W_YMR300C,4,1,0,0,1,0,1,0,0,1
YDL160C_YEL031W,1,1,0,0,0,0,0,0,0,0
YLR027C_YGR037C,5,1,1,1,0,1,0,1,0,0
YKL065C_YEL031W,9,1,1,1,1,1,1,1,1,1
YJL002C_YER026C,8,1,1,1,1,1,1,1,0,1
YEL031W_YGL012W,8,1,1,1,1,1,1,1,0,1
YDR342C_YBR106W,7,1,1,1,0,1,0,1,1,1
YDL109C_YMR038C,1,1,0,0,0,0,0,0,0,0
YDR342C_YLL028W,7,1,1,1,0,1,0,1,1,1
YKL212W_YCR021C,2,1,0,0,1,0,0,0,0,0
YLL034C_YBR183W,2,1,1,0,0,0,0,0,0,0
YHR007C_YDR434W,3,1,1,0,0,1,0,0,0,0
YMR010W_YKL004W,7,1,1,1,1,1,0,1,0,1
YEL017C-A_YDR264C,9,1,1,1,1,1,1,1,1,1
YBR086C_YHR001W,7,1,1,1,1,1,1,0,0,1
YGL225W_YPR113W,3,1,0,1,0,0,0,0,0,1
YJL002C_YDR297W,6,1,1,0,1,1,1,0,0,1
YPL058C_YER056C,7,1,1,1,1,1,1,0,1,0
YER020W_YER145C,6,1,1,0,1,1,1,1,0,0
YBR002C_YBL011W,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YGL006W,6,1,1,1,0,1,1,0,0,1
YEL017C-A_YDL182W,3,1,1,0,0,0,1,0,0,0
YJL002C_YBR106W,9,1,1,1,1,1,1,1,1,1
YBR011C_YMR095C,4,1,1,0,0,1,1,0,0,0
YDL109C_YGR054W,4,1,0,1,0,0,1,0,0,1
YHR007C_YHR001W,6,1,1,1,0,1,1,0,0,1
YOR206W_YMR229C,1,1,0,0,0,0,0,0,0,0
YHR007C_YMR149W,9,1,1,1,1,1,1,1,1,1
YMR047C_YKL068W,8,1,1,1,1,1,1,1,0,1
YEL001C_YGR060W,4,1,1,1,0,0,0,1,0,0
YDR476C_YGL055W,6,1,1,1,0,1,1,0,0,1
YER053C-A_YMR149W,7,1,1,1,0,1,1,1,0,1
YJL061W_YKL068W,8,1,1,1,1,1,1,1,0,1
YJR088C_YML055W,9,1,1,1,1,1,1,1,1,1
YDL088C_YML031W,7,1,1,1,1,1,1,1,0,0
YLR027C_YCR021C,4,1,1,0,1,1,0,0,0,0
YJL002C_YGL012W,3,1,0,0,0,0,1,0,0,1
YKL212W_YMR015C,6,1,1,1,0,1,1,1,0,0
YDL018C_YAR002C-A,3,1,0,1,0,0,1,0,0,0
YEL017C-A_YHR042W,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YKR039W,9,1,1,1,1,1,1,1,1,1
YDR324C_YGR128C,1,1,0,0,0,0,0,0,0,0
YJL002C_YIR038C,7,1,1,1,0,1,1,1,0,1
YHR094C_YGR229C,3,1,0,1,0,0,0,1,0,0
YKL212W_YJR010C-A,9,1,1,1,1,1,1,1,1,1
YMR112C_YGR203W,3,1,1,0,1,0,0,0,0,0
YBR153W_YOR133W,5,1,1,1,0,1,0,1,0,0
YLR438C-A_YPR072W,7,1,1,1,1,1,1,0,0,1
YDR342C_YEL031W,9,1,1,1,1,1,1,1,1,1
YOR165W_YKL212W,1,1,0,0,0,0,0,0,0,0
YER026C_YNL130C,3,1,0,0,0,0,1,0,0,1
YIL062C_YLR337C,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YBR106W,9,1,1,1,1,1,1,1,1,1
YHR007C_YBR177C,4,1,1,0,0,0,1,0,0,1
YLR438C-A_YER068W,5,1,1,1,0,0,0,1,0,1
YDR233C_YMR300C,7,1,1,1,0,1,1,1,0,1
YML056C_YAR002C-A,4,1,1,0,0,1,1,0,0,0
YCL025C_YPR028W,9,1,1,1,1,1,1,1,1,1
YGL202W_YCR021C,2,1,1,0,0,0,0,0,0,0
YGR138C_YDL212W,5,1,1,1,0,0,0,1,1,0
YGR159C_YHR089C,8,1,1,1,0,1,1,1,1,1
YEL017C-A_YJR117W,9,1,1,1,1,1,1,1,1,1
YCL025C_YIR037W,5,1,1,0,0,1,1,0,0,1
YPL058C_YDL222C,5,1,1,1,0,1,1,0,0,0
YEL017C-A_YIL043C,9,1,1,1,1,1,1,1,1,1
YEL031W_YHL048W,6,1,1,1,0,1,1,0,0,1
YDL109C_YCR005C,3,1,1,1,0,0,0,0,0,0
YEL017C-A_YGL002W,5,1,1,1,0,0,0,0,1,1
YHR098C_YIL109C,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YKL004W,9,1,1,1,1,1,1,1,1,1
YDR233C_YEL002C,4,1,1,1,0,0,1,0,0,0
YLR330W_YGR229C,9,1,1,1,1,1,1,1,1,1
YGR183C_YML086C,8,1,1,1,1,1,1,1,0,1
YML016C_YGR060W,8,1,1,1,1,1,1,1,0,1
YDR233C_YNL130C,6,1,1,1,0,0,1,1,0,1
YIL027C_YLR350W,5,1,1,1,0,1,1,0,0,0
YDR233C_YKR080W,7,1,1,1,0,1,1,1,0,1
YML012W_YMR272C,8,1,1,1,1,1,0,1,1,1
YEL031W_YLR378C,6,1,1,1,1,0,1,0,0,1
YEL017C-A_YKL212W,9,1,1,1,1,1,1,1,1,1
YGR048W_YML013W,6,1,1,1,0,1,1,0,0,1
YGL077C_YJL151C,6,1,1,1,0,1,1,0,0,1
YAL007C_YKL212W,3,1,0,1,0,0,1,0,0,0
YDR171W_YMR300C,2,1,1,0,0,0,0,0,0,0
YBR283C_YPR113W,8,1,1,1,1,1,1,0,1,1
YEL017C-A_YML001W,2,1,0,0,0,0,1,0,0,0
YCL037C_YIR001C,7,1,1,1,0,1,1,1,0,1
YEL017C-A_YDR189W,4,1,1,1,0,1,0,0,0,0
YDL109C_YIL138C,8,1,1,1,1,0,1,1,1,1
YJR088C_YEL002C,8,1,1,1,0,1,1,1,1,1
YHR094C_YGL203C,6,1,1,1,0,1,0,1,0,1
YDL137W_YPL246C,6,1,1,1,0,1,1,0,0,1
YDL065C_YOL147C,8,1,1,1,1,1,1,1,0,1
YDL109C_YMR096W,5,1,1,1,0,1,1,0,0,0
YGR163W_YKR007W,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YGR229C,7,1,1,1,0,1,0,1,1,1
YJL002C_YFL005W,4,1,0,0,0,1,1,0,0,1
YDR342C_YDR497C,7,1,1,1,0,1,0,1,1,1
YHR007C_YML055W,7,1,1,1,1,1,1,0,0,1
YDL109C_YKR048C,8,1,1,1,1,1,1,1,0,1
YOR332W_YGR229C,6,1,1,1,0,1,1,1,0,0
YBR011C_YHR068W,4,1,1,0,0,0,1,0,0,1
YIL090W_YGR060W,3,1,1,1,0,0,0,0,0,0
YLR050C_YLR110C,7,1,1,1,0,1,1,1,0,1
YDR233C_YDL182W,4,1,1,0,0,1,1,0,0,0
YJL002C_YDR497C,5,1,0,1,0,1,1,0,0,1
YDL109C_YGL087C,5,1,1,1,0,0,1,0,0,1
YGL202W_YBL039C,5,1,1,1,0,1,0,1,0,0
YLR027C_YBL039C,6,1,1,1,0,1,1,1,0,0
YLR432W_YNL255C,2,1,0,0,0,0,1,0,0,0
YJL178C_YJL029C,3,1,1,0,0,0,1,0,0,0
YKR003W_YKL212W,8,1,1,1,1,1,1,1,0,1
YJL002C_YMR058W,5,1,0,1,1,1,1,0,0,0
YEL017C-A_YLR083C,8,1,1,1,1,1,1,1,0,1
YDL109C_YOL059W,5,1,1,1,0,0,1,0,1,0
YMR112C_YDR106W,2,1,0,0,1,0,0,0,0,0
YCL037C_YEL031W,2,1,0,0,0,0,1,0,0,0
YJL002C_YGL053W,3,1,1,0,0,0,1,0,0,0
YDR345C_YLL028W,5,1,0,0,0,1,0,1,1,1
YJL097W_YML055W,1,1,0,0,0,0,0,0,0,0
YKL065C_YMR149W,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YML067C,9,1,1,1,1,1,1,1,1,1
YER026C_YPR113W,4,1,1,1,0,0,0,0,0,1
YGR187C_YBR155W,8,1,1,1,1,1,1,1,0,1
YDL109C_YJL153C,8,1,1,1,1,1,1,0,1,1
YCR021C_YJL151C,3,1,1,1,0,0,0,0,0,0
YKL212W_YMR272C,9,1,1,1,1,1,1,1,1,1
YCR093W_YDL160C,6,1,1,1,1,1,1,0,0,0
YER026C_YDL212W,6,1,1,1,0,0,0,1,1,1
YDL109C_YMR095C,8,1,1,1,0,1,1,1,1,1
YGL203C_YPL246C,5,1,1,1,1,1,0,0,0,0
YML012W_YGR060W,9,1,1,1,1,1,1,1,1,1
YHR039C_YKL212W,6,1,1,1,1,1,1,0,0,0
YNL016W_YGL014W,5,1,1,1,0,0,1,0,0,1
YDL109C_YDR068W,6,1,1,1,0,0,1,0,1,1
YBR011C_YOR276W,3,1,1,0,0,0,1,0,0,0
YDR385W_YLR216C,3,1,1,0,0,0,1,0,0,0
YGR055W_YGR229C,5,1,1,0,1,1,1,0,0,0
YEL031W_YNL323W,2,1,0,0,0,0,1,0,0,0
YPR036W_YGR105W,9,1,1,1,1,1,1,1,1,1
YOR270C_YGR105W,7,1,1,1,0,1,1,1,0,1
YKL212W_YIL043C,6,1,1,1,1,1,1,0,0,0
YOR204W_YNL225C,2,1,0,0,1,0,0,0,0,0
YCL025C_YJL192C,8,1,1,1,1,1,1,1,0,1
YDL109C_YNR035C,3,1,0,1,0,0,1,0,0,0
YOR153W_YGR138C,3,1,1,0,0,0,0,1,0,0
YDL109C_YML126C,4,1,1,0,0,0,1,0,0,1
YFR040W_YGL056C,7,1,1,1,1,1,1,0,0,1
YDR524C-B_YDR508C,6,1,1,1,0,0,1,1,1,0
YEL017C-A_YKR067W,9,1,1,1,1,1,1,1,1,1
YKR080W_YCR021C,3,1,1,0,0,1,0,0,0,0
YDL109C_YKL067W,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YDR141C,3,1,0,1,0,1,0,0,0,0
YEL051W_YGR037C,4,1,1,1,0,0,0,1,0,0
YIL062C_YOR181W,8,1,1,1,1,1,1,1,0,1
YMR112C_YHL009C,2,1,0,0,1,0,0,0,0,0
YPL195W_YBR288C,6,1,1,1,1,1,1,0,0,0
YDL109C_YDL160C,5,1,1,1,0,0,1,0,0,1
YJL002C_YKL212W,9,1,1,1,1,1,1,1,1,1
YAL008W_YML086C,8,1,1,1,1,1,1,1,0,1
YJL002C_YMR149W,8,1,1,1,1,1,1,1,0,1
YKR092C_YHR089C,5,1,1,1,0,0,0,1,0,1
YCL025C_YJR118C,7,1,1,1,0,1,1,1,0,1
YBR011C_YNL255C,7,1,1,0,0,1,1,1,1,1
YNL016W_YNL197C,4,1,1,1,0,0,1,0,0,0
YEL031W_YGR060W,8,1,1,1,1,1,1,1,0,1
YDL109C_YFL005W,4,1,1,0,0,0,1,0,0,1
YLR326W_YER145C,8,1,1,1,1,1,1,1,0,1
YOR204W_YIL106W,1,1,0,0,0,0,0,0,0,0
YEL017C-A_YDR497C,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YLL028W,7,1,1,1,0,1,0,1,1,1
YGR175C_YGR284C,8,1,1,1,1,1,1,0,1,1
YJL002C_YJL117W,9,1,1,1,1,1,1,1,1,1
YPR028W_YHR089C,2,1,0,0,0,1,0,0,0,0
YPR035W_YGR037C,5,1,1,1,0,1,0,1,0,0
YOR204W_YDR293C,8,1,1,1,1,1,1,1,1,0
YDL109C_YBL039C,9,1,1,1,1,1,1,1,1,1
YGR138C_YJL151C,2,1,1,0,0,0,0,0,0,0
YHR007C_YPR028W,9,1,1,1,1,1,1,1,1,1
YAL007C_YML012W,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YGL203C,9,1,1,1,1,1,1,1,1,1
YEL031W_YLL052C,2,1,0,0,0,1,0,0,0,0
YKL212W_YML055W,8,1,1,1,1,1,1,0,1,1
YDR342C_YBR164C,2,1,0,1,0,0,0,0,0,0
YER166W_YGR229C,5,1,1,0,1,1,1,0,0,0
YBR086C_YCR021C,7,1,1,1,1,1,0,1,0,1
YDR524C-B_YMR149W,7,1,1,1,0,1,1,1,0,1
YGR130C_YDL222C,6,1,1,0,1,1,1,1,0,0
YJL097W_YKL212W,6,1,0,1,1,1,1,1,0,0
YHR094C_YDL123W,6,1,1,1,0,1,0,1,0,1
YDR345C_YHR096C,6,1,1,1,1,1,0,1,0,0
YHR007C_YPR113W,9,1,1,1,1,1,1,1,1,1
YLR332W_YER145C,8,1,1,1,1,1,1,1,0,1
YER053C-A_YGR060W,7,1,1,1,0,1,1,1,0,1
YPL145C_YKR080W,5,1,1,1,0,1,1,0,0,0
YGR155W_YCR021C,5,1,1,1,1,1,0,0,0,0
YOR204W_YNR051C,2,1,0,1,0,0,0,0,0,0
YCL025C_YHR039C,5,1,0,1,0,1,1,0,0,1
YPR129W_YER112W,7,1,1,1,0,1,1,1,0,1
YAL007C_YGL002W,3,1,1,0,0,0,1,0,0,0
YNL238W_YGR229C,8,1,1,1,1,1,1,1,0,1
YJL002C_YMR200W,9,1,1,1,1,1,1,1,1,1
YJR088C_YLR350W,3,1,0,0,0,1,1,0,0,0
YGR191W_YDL212W,8,1,1,1,1,1,1,1,0,1
YLR432W_YBR106W,3,1,1,0,0,0,1,0,0,0
YEL017C-A_YHR089C,4,1,1,0,0,1,1,0,0,0
YCR034W_YGR060W,5,1,1,1,0,1,0,1,0,0
YCL025C_YKL165C,4,1,1,0,0,1,1,0,0,0
YDR264C_YHR175W,7,1,1,1,1,1,1,0,0,1
YJL196C_YAR002C-A,6,1,1,1,0,1,1,0,0,1
YEL017C-A_YMR010W,8,1,1,1,1,1,1,1,0,1
YCR021C_YDR032C,5,1,1,1,0,1,1,0,0,0
YHR146W_YDL123W,5,1,1,1,0,1,1,0,0,0
YLR432W_YGR060W,4,1,1,0,0,1,1,0,0,0
YMR200W_YGR060W,7,1,1,1,0,1,1,1,1,0
YLR350W_YMR149W,7,1,1,1,1,1,1,0,0,1
YKL065C_YML012W,9,1,1,1,1,1,1,1,1,1
YCL025C_YDR497C,4,1,1,0,0,1,0,0,0,1
YCL025C_YMR300C,3,1,1,0,0,0,1,0,0,0
YDL109C_YLL001W,8,1,1,1,1,1,1,1,0,1
YDL182W_YML086C,1,1,0,0,0,0,0,0,0,0
YDR345C_YBR106W,6,1,1,1,0,1,0,0,1,1
YAL007C_YBR106W,4,1,0,0,0,1,1,0,0,1
YGR020C_YDL123W,6,1,1,1,0,1,1,0,0,1
YKL207W_YML012W,9,1,1,1,1,1,1,1,1,1
YDL109C_YBL033C,6,1,1,1,0,1,1,0,0,1
YDL109C_YHR068W,9,1,1,1,1,1,1,1,1,1
YCL025C_YDR297W,4,1,0,0,0,1,1,0,0,1
YEL017C-A_YFL048C,9,1,1,1,1,1,1,1,1,1
YEL031W_YMR149W,8,1,1,1,1,1,1,1,0,1
YNL016W_YER112W,5,1,1,1,0,0,1,0,0,1
YJL151C_YDL052C,8,1,1,1,1,1,0,1,1,1
YBR283C_YMR149W,9,1,1,1,1,1,1,1,1,1
YJL151C_YBR177C,4,1,1,0,0,1,0,0,0,1
YJL002C_YHR042W,6,1,1,1,0,1,1,0,0,1
YEL017C-A_YHL048W,7,1,1,1,1,1,0,1,0,1
YOR104W_YGR229C,8,1,1,1,1,1,1,1,0,1
YKR035W-A_YNL265C,5,1,0,1,0,1,1,0,0,1
YHR094C_YOR094W,1,1,0,0,0,0,0,0,0,0
YKL094W_YCR021C,5,1,1,1,1,1,0,0,0,0
YAL053W_YMR238W,5,1,1,1,0,1,1,0,0,0
YHR007C_YJR010C-A,9,1,1,1,1,1,1,1,1,1
YGL206C_YDR320C,8,1,1,1,1,1,1,1,0,1
YBR011C_YDL236W,2,1,0,0,0,1,0,0,0,0
YPR028W_YMR272C,9,1,1,1,1,1,1,1,1,1
YHR146W_YML012W,2,1,0,0,0,0,1,0,0,0
YKR080W_YGR060W,3,1,1,0,0,0,1,0,0,0
YGL077C_YMR010W,6,1,1,1,1,1,0,0,0,1
YCL025C_YMR292W,5,1,1,0,0,1,1,0,0,1
YFR051C_YGR284C,5,1,1,1,0,0,1,0,0,1
YGL029W_YER126C,3,1,1,0,0,0,1,0,0,0
YCL025C_YMR238W,7,1,1,1,1,1,1,0,0,1
YDL109C_YHR104W,7,1,1,1,0,1,1,1,0,1
YHR007C_YDL212W,9,1,1,1,1,1,1,1,1,1
YIL062C_YMR109W,8,1,1,1,1,1,1,1,0,1
YGL225W_YDR503C,6,1,1,1,0,1,0,1,0,1
YEL017C-A_YGL053W,4,1,0,1,0,1,1,0,0,0
YJR088C_YGL055W,8,1,1,1,0,1,1,1,1,1
YCL025C_YDL212W,9,1,1,1,1,1,1,1,1,1
YKL212W_YOR002W,2,1,1,0,0,0,0,0,0,0
YJL002C_YFL048C,5,1,1,0,0,1,1,0,0,1
YPL087W_YMR149W,9,1,1,1,1,1,1,1,1,1
YDL109C_YGR234W,9,1,1,1,1,1,1,1,1,1
YDL182W_YBR106W,3,1,1,0,0,0,1,0,0,0
YPL145C_YDL052C,7,1,1,1,1,1,0,1,0,1
YAL053W_YOR104W,6,1,1,1,1,0,1,0,0,1
YJL178C_YDR100W,6,1,1,0,0,1,1,1,0,1
YLL023C_YBR106W,6,1,1,1,0,1,1,0,0,1
YEL031W_YEL002C,9,1,1,1,1,1,1,1,1,1
YMR200W_YMR149W,2,1,0,0,0,0,1,0,0,0
YJL002C_YML016C,7,1,1,1,1,1,1,0,0,1
YEL001C_YMR149W,8,1,1,1,0,1,1,1,1,1
YDR342C_YHR096C,6,1,1,1,1,1,0,1,0,0
YGL070C_YHR072W,2,1,0,0,0,1,0,0,0,0
YML125C_YML012W,4,1,1,0,0,0,1,0,0,1
YAR002C-A_YPR113W,8,1,1,1,1,1,1,0,1,1
YDR233C_YGR060W,9,1,1,1,1,1,1,1,1,1
YBR153W_YJL153C,6,1,1,1,1,1,0,0,0,1
YIL138C_YBR106W,2,1,0,0,0,0,1,0,0,0
YBR011C_YKR080W,6,1,1,1,0,1,1,0,0,1
YCL025C_YAR002C-A,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YFL038C,8,1,1,1,1,1,1,1,0,1
YCR021C_YER145C,6,1,1,1,1,1,1,0,0,0
YJL002C_YHR123W,6,1,1,1,0,1,1,0,0,1
YHR039C_YMR149W,8,1,1,1,1,1,1,1,0,1
YDR233C_YIL027C,6,1,1,1,1,0,1,0,0,1
YDL109C_YER023W,9,1,1,1,1,1,1,1,1,1
YLR332W_YGL055W,4,1,1,0,0,0,1,0,0,1
YOL005C_YIL021W,7,1,1,1,0,1,1,1,0,1
YJR088C_YJR117W,9,1,1,1,1,1,1,1,1,1
YML016C_YML012W,7,1,1,1,1,1,1,0,0,1
YDR233C_YBR177C,6,1,1,1,0,1,1,0,0,1
YEL017C-A_YGR191W,8,1,1,1,1,1,1,1,0,1
YCL025C_YLR350W,7,1,1,1,0,1,1,1,0,1
YDR497C_YER145C,8,1,1,1,1,1,1,1,0,1
YCL025C_YEL031W,9,1,1,1,1,1,1,1,1,1
YHR007C_YNL130C,7,1,1,1,1,1,1,0,0,1
YKR026C_YLR291C,4,1,1,0,0,0,1,0,0,1
YEL017C-A_YBR036C,8,1,1,1,1,1,0,1,1,1
YPL145C_YCR021C,4,1,1,1,0,1,0,0,0,0
YEL017C-A_YKL008C,9,1,1,1,1,1,1,1,1,1
YGL202W_YGR234W,6,1,1,1,0,0,1,1,0,1
YHR094C_YGL077C,5,1,1,1,0,1,0,0,0,1
YNL016W_YDR293C,5,1,1,1,1,0,0,0,0,1
YJL002C_YGR284C,6,1,0,1,1,1,1,0,0,1
YCL025C_YHL048W,4,1,0,1,0,1,0,1,0,0
YIL027C_YPR113W,6,1,1,1,1,0,1,0,0,1
YEL017C-A_YIL109C,8,1,1,1,1,1,1,1,0,1
YHR007C_YMR272C,7,1,1,1,1,1,0,1,0,1
YKL212W_YLR056W,8,1,1,1,1,1,1,1,0,1
YJL002C_YGR105W,8,1,1,1,1,1,1,1,0,1
YCL025C_YAR042W,2,1,0,0,0,1,0,0,0,0
YER053C-A_YMR292W,4,1,0,0,1,0,1,0,0,1
YEL031W_YFL062W,6,1,1,1,0,1,1,0,0,1
YNL255C_YHR089C,6,1,1,1,0,0,1,1,0,1
YPR028W_YLR350W,1,1,0,0,0,0,0,0,0,0
YDR524C-B_YLR350W,5,1,1,0,1,1,1,0,0,0
YHR072W_YDL052C,2,1,0,0,0,1,0,0,0,0
YHR007C_YER026C,4,1,1,1,0,1,0,0,0,0
YDR342C_YGR060W,2,1,0,0,0,1,0,0,0,0
YLR237W_YCR021C,3,1,1,0,1,0,0,0,0,0
YHR007C_YHR094C,1,1,0,0,0,0,0,0,0,0
YER053C-A_YKL212W,7,1,1,1,0,1,1,1,0,1
YJL154C_YHR012W,1,1,0,0,0,0,0,0,0,0
YGR155W_YKR080W,9,1,1,1,1,1,1,1,1,1
YEL051W_YKR080W,7,1,1,1,0,1,1,1,0,1
YAR002C-A_YGR060W,9,1,1,1,1,1,1,1,1,1
YDR345C_YIL121W,3,1,0,0,0,0,0,1,0,1
YBR153W_YLR432W,4,1,1,1,0,1,0,0,0,0
YEL017C-A_YJL192C,9,1,1,1,1,1,1,1,1,1
YMR112C_YLR329W,1,1,0,0,0,0,0,0,0,0
YAL026C_YGR229C,7,1,1,1,1,1,0,1,0,1
YBR011C_YEL031W,1,1,0,0,0,0,0,0,0,0
YGR175C_YGR060W,9,1,1,1,1,1,1,1,1,1
YDL109C_YOR327C,9,1,1,1,1,1,1,1,1,1
YCL025C_YKL212W,4,1,1,0,0,1,1,0,0,0
YHR142W_YDL212W,4,1,1,0,0,0,1,0,0,1
YDR233C_YDR100W,5,1,0,1,0,1,1,0,0,1
YKR058W_YLR258W,4,1,1,0,0,0,1,0,0,1
YLR181C_YDR486C,6,1,1,1,0,1,1,0,0,1
YDR345C_YKR039W,4,1,1,0,0,1,0,1,0,0
YJL002C_YGR037C,7,1,1,1,0,1,1,1,0,1
YEL017C-A_YHR039C,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YGL077C,7,1,1,1,0,1,1,0,1,1
YDR342C_YER056C,6,1,1,1,0,1,0,1,0,1
YEL017C-A_YBL042C,2,1,1,0,0,0,0,0,0,0
YIL027C_YGR060W,3,1,1,1,0,0,0,0,0,0
YKR080W_YPR028W,4,1,1,0,0,1,1,0,0,0
YKR003W_YCR021C,7,1,1,1,1,1,0,1,0,1
YCL025C_YBR036C,8,1,1,1,1,1,1,1,0,1
YHR094C_YPL246C,4,1,1,1,0,1,0,0,0,0
YAL053W_YGR229C,6,1,1,1,1,1,1,0,0,0
YIL062C_YNL138W,7,1,1,1,0,1,1,1,0,1
YDR508C_YEL002C,7,1,1,1,1,0,1,1,1,0
YEL017C-A_YER145C,8,1,1,1,1,1,1,1,0,1
YKR097W_YCR021C,5,1,1,1,1,1,0,0,0,0
YJL002C_YMR134W,6,1,1,1,0,1,1,0,0,1
YHR007C_YKR072C,4,1,1,1,1,0,0,0,0,0
YPL195W_YGR261C,8,1,1,1,1,1,1,1,0,1
YJL002C_YKR067W,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YML056C,2,1,0,0,0,0,1,0,0,0
YDL109C_YLR330W,6,1,1,1,0,1,1,0,0,1
YOR254C_YGR060W,3,1,1,0,0,1,0,0,0,0
YDL109C_YDR129C,7,1,1,1,0,1,1,1,0,1
YJR088C_YMR149W,8,1,1,1,0,1,1,1,1,1
YPL094C_YML055W,7,1,1,1,1,1,1,0,0,1
YOR204W_YML007W,4,1,0,1,1,0,0,1,0,0
YHR007C_YMR123W,8,1,1,1,1,1,1,1,0,1
YDR345C_YEL031W,9,1,1,1,1,1,1,1,1,1
YML016C_YEL002C,2,1,0,0,0,0,1,0,0,0
YDR233C_YPR113W,9,1,1,1,1,1,1,1,1,1
YEL017C-A_YDR331W,8,1,1,1,1,1,1,1,0,1
YEL031W_YDR434W,6,1,1,0,1,1,1,0,0,1
YDL109C_YPR036W,4,1,0,1,0,0,1,0,0,1
YHR007C_YGR284C,8,1,1,1,1,1,1,1,0,1
YDR238C_YKL004W,8,1,1,1,1,1,1,1,0,1
YEL017C-A_YDR100W,9,1,1,1,1,1,1,1,1,1
YBR011C_YMR300C,7,1,1,1,1,1,1,0,0,1
YDR342C_YIL121W,4,1,1,0,0,0,0,1,0,1
YGL202W_YMR300C,7,1,1,1,0,1,1,1,0,1
YJL196C_YGR060W,9,1,1,1,1,1,1,1,1,1
YGL203C_YDR284C,4,1,1,1,0,1,0,0,0,0
YIR026C_YPR016C,7,1,1,1,1,1,1,0,0,1
YJL151C_YLR100W,6,1,1,1,1,1,0,0,0,1
YJL002C_YDL052C,9,1,1,1,1,1,1,1,1,1
YJR088C_YLR056W,4,1,0,0,0,1,1,0,0,1
YEL017C-A_YIL027C,9,1,1,1,1,1,1,1,1,1
YLR027C_YKR080W,8,1,1,1,1,1,1,1,0,1
YCL025C_YKL051W,1,1,0,0,0,0,0,0,0,0
YLR413W_YER145C,7,1,1,1,1,1,1,1,0,0
YBR153W_YJR070C,5,1,1,1,0,1,0,1,0,0
YEL017C-A_YHR133C,9,1,1,1,1,1,1,1,1,1
YDR342C_YDR011W,2,1,0,0,0,0,0,0,0,1
YKL197C_YEL031W,1,1,0,0,0,0,0,0,0,0
YEL017C-A_YPL087W,9,1,1,1,1,1,1,1,1,1
YHR039C_YGR284C,7,1,1,1,1,1,1,0,0,1
YHR146W_YOL147C,3,1,0,0,0,0,1,0,0,1
YPR028W_YJR010W,4,1,1,0,0,1,0,0,0,1
YFR051C_YJL151C,8,1,1,1,1,1,1,1,0,1
YCL025C_YFL005W,2,1,0,0,0,0,1,0,0,0
YDR233C_YLR350W,5,1,1,1,0,0,1,1,0,0
YER136W_YER031C,9,1,1,1,1,1,1,1,1,1
YKL054C_YDL160C,8,1,1,1,1,1,1,1,0,1
YDR345C_YGL077C,5,1,1,1,0,1,0,0,0,1
YDL109C_YPR016C,4,1,0,1,0,0,1,0,0,1
YDR233C_YKR072C,8,1,1,1,1,1,1,1,0,1
YIL038C_YNL288W,7,1,1,1,1,1,1,0,0,1
YHR146W_YHR096C,7,1,1,1,1,1,1,1,0,0
YHR007C_YMR015C,8,1,1,1,0,1,1,1,1,1
YER070W_YHR068W,5,1,1,1,0,1,1,0,0,0
YJL002C_YOR165W,8,1,1,1,1,1,1,1,0,1
YDR342C_YBR244W,4,1,1,1,0,1,0,0,0,0
YDR034W-B_YDR264C,4,1,1,1,0,0,0,0,0,1
YJL002C_YLR121C,7,1,1,1,1,1,1,0,0,1
YBR011C_YOR323C,3,1,0,0,0,1,1,0,0,0
YCL025C_YCR021C,4,1,1,0,0,1,0,0,0,1
YER136W_YML001W,9,1,1,1,1,1,1,1,1,1
YDR508C_YPR113W,6,1,1,1,1,0,1,0,1,0
YCL025C_YGR284C,6,1,1,1,0,1,1,0,0,1
YHR007C_YAR002C-A,8,1,1,1,1,1,1,1,0,1
YER056C_YDR497C,4,1,1,1,0,0,0,1,0,0
YDL109C_YKR097W,4,1,1,1,0,0,1,0,0,0
